Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),,c - dc,,soc
1165,11708.8595,12-14-2015 12:47:50,1522.286503,4,1,0,4.196838379,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1166,11718.87506,12-14-2015 12:48:00,1532.302062,4,1,0,4.196676731,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1167,11728.89066,12-14-2015 12:48:11,1542.317657,4,1,0,4.196838379,2.089478278,0,8.024436393,0,6.47545E-05,0,0,0,0,,,,
1168,11738.9062,12-14-2015 12:48:21,1552.333196,4,1,0,4.196676731,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1169,11748.92175,12-14-2015 12:48:31,1562.34875,4,1,0,4.196676731,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1170,11758.93731,12-14-2015 12:48:41,1572.364314,4,1,0,4.196676731,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1171,11768.9529,12-14-2015 12:48:51,1582.379896,4,1,0,4.196676731,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1172,11778.96841,12-14-2015 12:49:01,1592.395407,4,1,0,4.196676731,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1173,11788.98396,12-14-2015 12:49:11,1602.410962,4,1,0,4.196676731,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1174,11798.99953,12-14-2015 12:49:21,1612.426526,4,1,0,4.196676731,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1175,11809.01507,12-14-2015 12:49:31,1622.442074,4,1,0,4.196676731,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1176,11819.03064,12-14-2015 12:49:41,1632.457638,4,1,0,4.196514606,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1177,11829.04622,12-14-2015 12:49:51,1642.473218,4,1,0,4.196514606,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1178,11839.0618,12-14-2015 12:50:01,1652.488795,4,1,0,4.196514606,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1179,11849.07734,12-14-2015 12:50:11,1662.504344,4,1,0,4.196676731,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1180,11859.09288,12-14-2015 12:50:21,1672.519881,4,1,0,4.196514606,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1181,11869.10844,12-14-2015 12:50:31,1682.535439,4,1,0,4.196514606,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1182,11879.12399,12-14-2015 12:50:41,1692.550985,4,1,0,4.196352482,2.089478278,0,8.024436393,0,-6.48499E-05,0,0,0,0,,,,
1183,11889.12399,12-14-2015 12:50:51,1702.550986,4,1,0,4.196514606,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1184,11899.13968,12-14-2015 12:51:01,1712.566677,4,1,0,4.196514606,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1185,11909.15504,12-14-2015 12:51:11,1722.582039,4,1,0,4.196514606,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1186,11919.17063,12-14-2015 12:51:21,1732.597628,4,1,0,4.196676731,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1187,11929.18615,12-14-2015 12:51:31,1742.613151,4,1,0,4.196514606,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1188,11939.20177,12-14-2015 12:51:41,1752.628774,4,1,0,4.196514606,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1189,11949.21725,12-14-2015 12:51:51,1762.644248,4,1,0,4.196352482,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1190,11959.23283,12-14-2015 12:52:01,1772.659832,4,1,0,4.196514606,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1191,11969.24838,12-14-2015 12:52:11,1782.67538,4,1,0,4.196352482,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1192,11979.26393,12-14-2015 12:52:21,1792.690932,4,1,0,4.196352482,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1193,11989.2795,12-14-2015 12:52:31,1802.706503,4,1,0,4.196352482,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1194,11999.29503,12-14-2015 12:52:41,1812.722031,4,1,0,4.196514606,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1195,12009.3106,12-14-2015 12:52:51,1822.737601,4,1,0,4.196514606,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1196,12019.32616,12-14-2015 12:53:01,1832.753157,4,1,0,4.196352482,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1197,12029.34171,12-14-2015 12:53:11,1842.768712,4,1,0,4.196352482,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1198,12039.35726,12-14-2015 12:53:21,1852.784259,4,1,0,4.196352482,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1199,12049.37283,12-14-2015 12:53:31,1862.799831,4,1,0,4.196352482,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1200,12059.3884,12-14-2015 12:53:41,1872.815395,4,1,0,4.196352482,2.089478278,0,8.024436393,0,-6.48499E-05,0,0,0,0,,,,
1201,12069.40395,12-14-2015 12:53:51,1882.830945,4,1,0,4.196352482,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1202,12079.41951,12-14-2015 12:54:01,1892.846508,4,1,0,4.196514606,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1203,12089.43508,12-14-2015 12:54:11,1902.862076,4,1,0,4.196352482,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1204,12099.45061,12-14-2015 12:54:21,1912.877606,4,1,0,4.196352482,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1205,12109.46618,12-14-2015 12:54:31,1922.893178,4,1,0,4.196190357,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1206,12119.48172,12-14-2015 12:54:41,1932.908722,4,1,0,4.196352482,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1207,12129.49731,12-14-2015 12:54:51,1942.924307,4,1,0,4.196190357,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1208,12139.51283,12-14-2015 12:55:01,1952.939829,4,1,0,4.196190357,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1209,12149.5284,12-14-2015 12:55:11,1962.955404,4,1,0,4.196190357,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1210,12159.54395,12-14-2015 12:55:21,1972.970952,4,1,0,4.196190357,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1211,12169.55951,12-14-2015 12:55:31,1982.986514,4,1,0,4.196352482,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1212,12179.57506,12-14-2015 12:55:41,1993.00206,4,1,0,4.196352482,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1213,12189.59063,12-14-2015 12:55:51,2003.017629,4,1,0,4.196352482,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1214,12199.60621,12-14-2015 12:56:01,2013.033205,4,1,0,4.196190357,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1215,12209.62175,12-14-2015 12:56:11,2023.048751,4,1,0,4.196190357,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1216,12219.63733,12-14-2015 12:56:21,2033.064326,4,1,0,4.196352482,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1217,12229.65291,12-14-2015 12:56:31,2043.079907,4,1,0,4.196190357,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1218,12239.66841,12-14-2015 12:56:41,2053.095413,4,1,0,4.196190357,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1219,12249.68397,12-14-2015 12:56:51,2063.11097,4,1,0,4.196190357,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1220,12259.69964,12-14-2015 12:57:01,2073.126642,4,1,0,4.196190357,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1221,12269.7151,12-14-2015 12:57:11,2083.142101,4,1,0,4.196028233,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1222,12279.7307,12-14-2015 12:57:21,2093.1577,4,1,0,4.196190357,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1223,12289.7462,12-14-2015 12:57:31,2103.173204,4,1,0,4.196028233,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1224,12299.76175,12-14-2015 12:57:41,2113.188748,4,1,0,4.196028233,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1225,12309.77733,12-14-2015 12:57:51,2123.204327,4,1,0,4.196028233,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1226,12319.79287,12-14-2015 12:58:01,2133.219866,4,1,0,4.196190357,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1227,12329.80844,12-14-2015 12:58:11,2143.235436,4,1,0,4.196190357,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1228,12339.824,12-14-2015 12:58:21,2153.251002,4,1,0,4.196190357,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1229,12349.83956,12-14-2015 12:58:31,2163.266562,4,1,0,4.196028233,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1230,12359.8551,12-14-2015 12:58:41,2173.2821,4,1,0,4.196190357,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1231,12369.87066,12-14-2015 12:58:51,2183.297657,4,1,0,4.196028233,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1232,12379.88621,12-14-2015 12:59:02,2193.313208,4,1,0,4.196190357,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1233,12389.90178,12-14-2015 12:59:12,2203.328775,4,1,0,4.196190357,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1234,12399.91734,12-14-2015 12:59:22,2213.34434,4,1,0,4.196028233,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1235,12409.93291,12-14-2015 12:59:32,2223.359908,4,1,0,4.196028233,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1236,12419.94844,12-14-2015 12:59:42,2233.375436,4,1,0,4.196190357,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1237,12429.96401,12-14-2015 12:59:52,2243.391007,4,1,0,4.196190357,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1238,12439.97955,12-14-2015 13:00:02,2253.406549,4,1,0,4.196190357,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1239,12449.99513,12-14-2015 13:00:12,2263.422126,4,1,0,4.196190357,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1240,12460.01066,12-14-2015 13:00:22,2273.437664,4,1,0,4.196028233,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1241,12470.02622,12-14-2015 13:00:32,2283.453224,4,1,0,4.195866108,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1242,12480.02624,12-14-2015 13:00:42,2293.453239,4,1,0,4.195866108,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1243,12490.04171,12-14-2015 13:00:52,2303.468712,4,1,0,4.196190357,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1244,12500.0573,12-14-2015 13:01:02,2313.484296,4,1,0,4.196028233,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1245,12510.07285,12-14-2015 13:01:12,2323.499854,4,1,0,4.196028233,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1246,12520.0884,12-14-2015 13:01:22,2333.515397,4,1,0,4.196028233,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1247,12530.10394,12-14-2015 13:01:32,2343.530939,4,1,0,4.196190357,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1248,12540.1195,12-14-2015 13:01:42,2353.5465,4,1,0,4.196028233,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1249,12550.13506,12-14-2015 13:01:52,2363.562057,4,1,0,4.195866108,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1250,12560.15064,12-14-2015 13:02:02,2373.57764,4,1,0,4.196028233,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1251,12570.16619,12-14-2015 13:02:12,2383.593186,4,1,0,4.195866108,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1252,12580.18176,12-14-2015 13:02:22,2393.608759,4,1,0,4.195866108,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1253,12590.19732,12-14-2015 13:02:32,2403.62432,4,1,0,4.196028233,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1254,12600.21284,12-14-2015 13:02:42,2413.63984,4,1,0,4.195866108,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1255,12610.2284,12-14-2015 13:02:52,2423.655398,4,1,0,4.196028233,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1256,12620.24397,12-14-2015 13:03:02,2433.670974,4,1,0,4.195866108,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1257,12630.25952,12-14-2015 13:03:12,2443.686514,4,1,0,4.196028233,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1258,12640.27512,12-14-2015 13:03:22,2453.702122,4,1,0,4.195703983,2.089478278,0,8.024436393,0,-6.48499E-05,0,0,0,0,,,,
1259,12650.29063,12-14-2015 13:03:32,2463.717629,4,1,0,4.196028233,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1260,12660.3062,12-14-2015 13:03:42,2473.733197,4,1,0,4.195866108,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1261,12670.32174,12-14-2015 13:03:52,2483.74874,4,1,0,4.196028233,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1262,12680.32175,12-14-2015 13:04:02,2493.748753,4,1,0,4.195866108,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1263,12690.33726,12-14-2015 13:04:12,2503.764255,4,1,0,4.195866108,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1264,12700.35279,12-14-2015 13:04:22,2513.779793,4,1,0,4.196028233,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1265,12710.36867,12-14-2015 13:04:32,2523.795667,4,1,0,4.195866108,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1266,12720.38392,12-14-2015 13:04:42,2533.810919,4,1,0,4.195866108,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1267,12730.39947,12-14-2015 13:04:52,2543.826473,4,1,0,4.195866108,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1268,12740.41504,12-14-2015 13:05:02,2553.842039,4,1,0,4.195866108,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1269,12750.43059,12-14-2015 13:05:12,2563.857587,4,1,0,4.195866108,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1270,12760.44616,12-14-2015 13:05:22,2573.873159,4,1,0,4.195866108,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1271,12770.46171,12-14-2015 13:05:32,2583.888711,4,1,0,4.195866108,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1272,12780.47725,12-14-2015 13:05:42,2593.904254,4,1,0,4.195866108,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1273,12790.49281,12-14-2015 13:05:52,2603.919806,4,1,0,4.195866108,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1274,12800.50839,12-14-2015 13:06:02,2613.935385,4,1,0,4.195703983,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1275,12810.52396,12-14-2015 13:06:12,2623.950955,4,1,0,4.195866108,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1276,12820.53949,12-14-2015 13:06:22,2633.966492,4,1,0,4.195866108,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1277,12830.55503,12-14-2015 13:06:32,2643.982033,4,1,0,4.195703983,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1278,12840.57059,12-14-2015 13:06:42,2653.997589,4,1,0,4.195866108,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1279,12850.58615,12-14-2015 13:06:52,2664.013154,4,1,0,4.195866108,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1280,12860.6017,12-14-2015 13:07:02,2674.028702,4,1,0,4.195866108,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1281,12870.61729,12-14-2015 13:07:12,2684.044292,4,1,0,4.195703983,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1282,12880.63282,12-14-2015 13:07:22,2694.059817,4,1,0,4.195703983,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1283,12890.64844,12-14-2015 13:07:32,2704.075444,4,1,0,4.195703983,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1284,12900.66394,12-14-2015 13:07:42,2714.090938,4,1,0,4.195542336,2.089478278,0,8.024436393,0,-3.23296E-05,0,0,0,0,,,,
1285,12910.67955,12-14-2015 13:07:52,2724.106552,4,1,0,4.195703983,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1286,12920.69508,12-14-2015 13:08:02,2734.122081,4,1,0,4.195703983,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1287,12930.71069,12-14-2015 13:08:12,2744.137689,4,1,0,4.195866108,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1288,12940.72619,12-14-2015 13:08:22,2754.153193,4,1,0,4.195542336,2.089478278,0,8.024436393,0,-3.23296E-05,0,0,0,0,,,,
1289,12950.74172,12-14-2015 13:08:32,2764.168723,4,1,0,4.195866108,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1290,12960.75728,12-14-2015 13:08:42,2774.184278,4,1,0,4.195542336,2.089478278,0,8.024436393,0,-3.23296E-05,0,0,0,0,,,,
1291,12970.77283,12-14-2015 13:08:52,2784.199832,4,1,0,4.195542336,2.089478278,0,8.024436393,0,-3.23296E-05,0,0,0,0,,,,
1292,12980.78839,12-14-2015 13:09:02,2794.215389,4,1,0,4.195703983,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1293,12990.80394,12-14-2015 13:09:12,2804.230942,4,1,0,4.195703983,2.089478278,0,8.024436393,0,6.47545E-05,0,0,0,0,,,,
1294,13000.80398,12-14-2015 13:09:22,2814.230975,4,1,0,4.195703983,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1295,13010.81944,12-14-2015 13:09:32,2824.246442,4,1,0,4.195703983,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1296,13020.83499,12-14-2015 13:09:42,2834.26199,4,1,0,4.195542336,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1297,13030.85056,12-14-2015 13:09:52,2844.277564,4,1,0,4.195542336,2.089478278,0,8.024436393,0,-3.23296E-05,0,0,0,0,,,,
1298,13040.86613,12-14-2015 13:10:02,2854.293125,4,1,0,4.195866108,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1299,13050.88167,12-14-2015 13:10:13,2864.308671,4,1,0,4.195542336,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1300,13060.89723,12-14-2015 13:10:23,2874.324232,4,1,0,4.195703983,2.089478278,0,8.024436393,0,3.23296E-05,0,0,0,0,,,,
1301,13070.9128,12-14-2015 13:10:33,2884.339796,4,1,0,4.195542336,2.089478278,0,8.024436393,0,-3.23296E-05,0,0,0,0,,,,
1302,13080.92834,12-14-2015 13:10:43,2894.355341,4,1,0,4.195703983,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1303,13090.94389,12-14-2015 13:10:53,2904.370892,4,1,0,4.195542336,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1304,13100.95947,12-14-2015 13:11:03,2914.386471,4,1,0,4.195542336,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1305,13110.97501,12-14-2015 13:11:13,2924.402004,4,1,0,4.195703983,2.089478278,0,8.024436393,0,3.23296E-05,0,0,0,0,,,,
1306,13120.99057,12-14-2015 13:11:23,2934.417571,4,1,0,4.195542336,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1307,13131.00612,12-14-2015 13:11:33,2944.433122,4,1,0,4.195542336,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1308,13141.02168,12-14-2015 13:11:43,2954.448676,4,1,0,4.195542336,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1309,13151.03723,12-14-2015 13:11:53,2964.464233,4,1,0,4.195703983,2.089478278,0,8.024436393,0,6.47545E-05,0,0,0,0,,,,
1310,13161.05279,12-14-2015 13:12:03,2974.479793,4,1,0,4.195542336,2.089478278,0,8.024436393,0,-3.23296E-05,0,0,0,0,,,,
1311,13171.06841,12-14-2015 13:12:13,2984.495405,4,1,0,4.195542336,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1312,13181.08392,12-14-2015 13:12:23,2994.510918,4,1,0,4.195542336,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1313,13191.09949,12-14-2015 13:12:33,3004.526487,4,1,0,4.195703983,2.089478278,0,8.024436393,0,3.23296E-05,0,0,0,0,,,,
1314,13201.11502,12-14-2015 13:12:43,3014.54202,4,1,0,4.195542336,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1315,13211.13061,12-14-2015 13:12:53,3024.557605,4,1,0,4.195542336,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1316,13221.14617,12-14-2015 13:13:03,3034.573169,4,1,0,4.195542336,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1317,13231.16169,12-14-2015 13:13:13,3044.588694,4,1,0,4.195542336,2.089478278,0,8.024436393,0,6.48499E-05,0,0,0,0,,,,
1318,13241.17728,12-14-2015 13:13:23,3054.604275,4,1,0,4.195542336,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1319,13251.19283,12-14-2015 13:13:33,3064.619825,4,1,0,4.195542336,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1320,13261.20836,12-14-2015 13:13:43,3074.635359,4,1,0,4.195542336,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1321,13271.22392,12-14-2015 13:13:53,3084.650917,4,1,0,4.195380211,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1322,13281.23949,12-14-2015 13:14:03,3094.66649,4,1,0,4.195542336,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1323,13291.25503,12-14-2015 13:14:13,3104.682033,4,1,0,4.195380211,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1324,13301.27063,12-14-2015 13:14:23,3114.697632,4,1,0,4.195380211,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1325,13311.28616,12-14-2015 13:14:33,3124.713164,4,1,0,4.195380211,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1326,13321.30173,12-14-2015 13:14:43,3134.728727,4,1,0,4.195380211,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1327,13331.31727,12-14-2015 13:14:53,3144.744273,4,1,0,4.195380211,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1328,13341.33282,12-14-2015 13:15:03,3154.759824,4,1,0,4.195380211,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1329,13351.34837,12-14-2015 13:15:13,3164.775374,4,1,0,4.195542336,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1330,13361.36394,12-14-2015 13:15:23,3174.790937,4,1,0,4.195218086,2.089478278,0,8.024436393,0,-6.48499E-05,0,0,0,0,,,,
1331,13371.37952,12-14-2015 13:15:33,3184.806522,4,1,0,4.195542336,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1332,13381.39506,12-14-2015 13:15:43,3194.822064,4,1,0,4.195380211,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1333,13391.39519,12-14-2015 13:15:53,3204.822186,4,1,0,4.195380211,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1334,13401.41061,12-14-2015 13:16:03,3214.837606,4,1,0,4.195218086,2.089478278,0,8.024436393,0,-6.48499E-05,0,0,0,0,,,,
1335,13411.4261,12-14-2015 13:16:13,3224.853101,4,1,0,4.195380211,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1336,13421.44166,12-14-2015 13:16:23,3234.868656,4,1,0,4.195218086,2.089478278,0,8.024436393,0,-6.48499E-05,0,0,0,0,,,,
1337,13431.45722,12-14-2015 13:16:33,3244.884218,4,1,0,4.195380211,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1338,13441.47278,12-14-2015 13:16:43,3254.899779,4,1,0,4.195380211,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1339,13451.48833,12-14-2015 13:16:53,3264.915327,4,1,0,4.195380211,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1340,13461.50388,12-14-2015 13:17:03,3274.930875,4,1,0,4.195380211,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1341,13471.51947,12-14-2015 13:17:13,3284.946472,4,1,0,4.195380211,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1342,13481.535,12-14-2015 13:17:23,3294.961996,4,1,0,4.195380211,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1343,13491.55056,12-14-2015 13:17:33,3304.977563,4,1,0,4.195380211,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1344,13501.56611,12-14-2015 13:17:43,3314.993109,4,1,0,4.195380211,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1345,13511.58166,12-14-2015 13:17:53,3325.008663,4,1,0,4.195218086,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
1346,13521.59722,12-14-2015 13:18:03,3335.024216,4,1,0,4.195218086,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1347,13531.61281,12-14-2015 13:18:13,3345.039814,4,1,0,4.195218086,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1348,13541.62835,12-14-2015 13:18:23,3355.055351,4,1,0,4.195055962,2.089478278,0,8.024436393,0,-6.48499E-05,0,0,0,0,,,,
1349,13551.64394,12-14-2015 13:18:33,3365.07094,4,1,0,4.195218086,2.089478278,0,8.024436393,0,-3.24249E-05,0,0,0,0,,,,
1350,13561.65946,12-14-2015 13:18:43,3375.086459,4,1,0,4.195218086,2.089478278,0,8.024436393,0,0,0,0,0,0,,,,
1351,13571.67501,12-14-2015 13:18:53,3385.102013,4,1,0,4.195380211,2.089478278,0,8.024436393,0,3.24249E-05,0,0,0,0,,,,
