Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),SoC(%),AC_Impedance(Ohm),ACI_Phase_Angle(Deg),,,C - dC,,SoC
315,10343.8703,11-06-2015 22:59:24,3143.854183,2,1,0.999653101,3.761428356,0.87312118,0,3.205407403,0,3.24E-05,0,0.87312118,0,,,0.87312118,,43.61170102
316,10353.88584,11-06-2015 22:59:34,3153.869732,2,1,1.000014305,3.762237787,0.875902596,0,3.215870824,0,3.24E-05,0,0.875902596,0,,,0.875902596,,43.75075597
317,10363.90159,11-06-2015 22:59:44,3163.885481,2,1,0.999653101,3.762885332,0.878684083,0,3.226336379,0,3.24E-05,0,0.878684083,0,,,0.878684083,,43.88981447
318,10373.91701,11-06-2015 22:59:54,3173.900902,2,1,0.999833703,3.763532877,0.881465467,0,3.236803483,0,6.48E-05,0,0.881465467,0,,,0.881465467,,44.02886782
319,10383.93253,11-06-2015 23:00:04,3183.916419,2,1,0.999833703,3.764342308,0.88424688,0,3.24727262,0,6.47E-05,0,0.88424688,0,,,0.88424688,,44.16792262
320,10393.94811,11-06-2015 23:00:14,3193.932001,2,1,0.999653101,3.765151739,0.887028348,0,3.257743957,0,9.71E-05,0,0.887028348,0,,,0.887028348,,44.30698017
321,10403.96363,11-06-2015 23:00:24,3203.947516,2,1,0.999653101,3.765799284,0.889809725,0,3.268216829,0,9.71E-05,0,0.889809725,0,,,0.889809725,,44.44603317
322,10413.97923,11-06-2015 23:00:34,3213.963122,2,1,0.999653101,3.766446829,0.892591158,0,3.278691967,0,3.24E-05,0,0.892591158,0,,,0.892591158,,44.58508897
323,10423.99469,11-06-2015 23:00:44,3223.978575,2,1,0.999653101,3.767094374,0.895372565,0,3.289168998,0,3.24E-05,0,0.895372565,0,,,0.895372565,,44.72414347
324,10433.9947,11-06-2015 23:00:54,3233.978589,2,1,0.999833703,3.767903805,0.898149914,0,3.299632828,0,6.48E-05,0,0.898149914,0,,,0.898149914,,44.86299509
325,10444.01025,11-06-2015 23:01:04,3243.994138,2,1,0.999833703,3.768713236,0.900931633,0,3.310115114,0,9.71E-05,0,0.900931633,0,,,0.900931633,,45.00206519
326,10454.02581,11-06-2015 23:01:14,3254.009695,2,1,0.999833703,3.769360781,0.903713346,0,3.32059947,0,6.48E-05,0,0.903713346,0,,,0.903713346,,45.14113499
327,10464.04137,11-06-2015 23:01:24,3264.025253,2,1,0.999833703,3.770170212,0.906495072,0,3.331085953,0,9.71E-05,0,0.906495072,0,,,0.906495072,,45.28020544
328,10474.05695,11-06-2015 23:01:34,3274.040842,2,1,0.999833703,3.77065587,0.909276759,0,3.341574218,0,3.24E-05,0,0.909276759,0,,,0.909276759,,45.41927393
329,10484.07254,11-06-2015 23:01:44,3284.056423,2,1,1.000014305,3.771627188,0.912058497,0,3.352064892,0,6.48E-05,0,0.912058497,0,,,0.912058497,,45.55834498
330,10494.08773,11-06-2015 23:01:54,3294.071618,2,1,1.000014305,3.772598505,0.914835876,0,3.36254126,0,9.71E-05,0,0.914835876,0,,,0.914835876,,45.6971981
331,10504.08799,11-06-2015 23:02:04,3304.071879,2,1,0.999833703,3.77324605,0.917617578,0,3.373036109,0,9.71E-05,0,0.917617578,0,,,0.917617578,,45.83626735
332,10514.10357,11-06-2015 23:02:14,3314.087458,2,1,0.999833703,3.774055481,0.920399282,0,3.383533127,0,6.48E-05,0,0.920399282,0,,,0.920399282,,45.9753367
333,10524.1189,11-06-2015 23:02:24,3324.102791,2,1,0.999833703,3.774703026,0.923180931,0,3.394032167,0,3.24E-05,0,0.923180931,0,,,0.923180931,,46.1144033
334,10534.13468,11-06-2015 23:02:34,3334.118568,2,1,0.999833703,3.775512457,0.925962705,0,3.404533918,0,6.48E-05,0,0.925962705,0,,,0.925962705,,46.25347615
335,10544.14992,11-06-2015 23:02:44,3344.13381,2,1,1.000014305,3.776321888,0.928740056,0,3.415021116,0,6.48E-05,0,0.928740056,0,,,0.928740056,,46.39232787
336,10554.16584,11-06-2015 23:02:54,3354.149729,2,1,1.000014305,3.777293205,0.931526068,0,3.42554331,0,6.48E-05,0,0.931526068,0,,,0.931526068,,46.53161259
337,10564.18134,11-06-2015 23:03:04,3364.165225,2,1,0.999833703,3.778102636,0.934307724,0,3.436051392,0,9.68E-05,0,0.934307724,0,,,0.934307724,,46.67067954
338,10574.19697,11-06-2015 23:03:14,3374.180861,2,1,0.999833703,3.778912067,0.937089456,0,3.446562005,0,9.71E-05,0,0.937089456,0,,,0.937089456,,46.80975029
339,10584.21244,11-06-2015 23:03:24,3384.196332,2,1,1.000014305,3.779721498,0.939871146,0,3.457074857,0,6.48E-05,0,0.939871146,0,,,0.939871146,,46.94881894
340,10594.22802,11-06-2015 23:03:34,3394.21191,2,1,1.000014305,3.780692816,0.942652818,0,3.467590007,0,0.000129509,0,0.942652818,0,,,0.942652818,,47.08788669
341,10604.24356,11-06-2015 23:03:44,3404.227443,2,1,1.000014305,3.781502247,0.945434484,0,3.478107388,0,0.000129509,0,0.945434484,0,,,0.945434484,,47.22695414
342,10614.25904,11-06-2015 23:03:54,3414.242923,2,1,0.999653101,3.782311678,0.948216144,0,3.488627208,0,9.71E-05,0,0.948216144,0,,,0.948216144,,47.36602128
343,10624.27469,11-06-2015 23:04:04,3424.258582,2,1,0.999653101,3.783121109,0.950997868,0,3.49914971,0,6.48E-05,0,0.950997868,0,,,0.950997868,,47.50509163
344,10634.29024,11-06-2015 23:04:15,3434.27413,2,1,0.999653101,3.784092426,0.953779572,0,3.509674569,0,0.000129509,0,0.953779572,0,,,0.953779572,,47.64416098
345,10644.30593,11-06-2015 23:04:25,3444.289817,2,1,1.000014305,3.785063744,0.956561309,0,3.520202082,0,0.000129508,0,0.956561309,0,,,0.956561309,,47.78323198
346,10654.32142,11-06-2015 23:04:35,3454.30531,2,1,0.999833703,3.786035061,0.959342969,0,3.53073184,0,0.000129509,0,0.959342969,0,,,0.959342969,,47.92229913
347,10664.33697,11-06-2015 23:04:45,3464.320854,2,1,0.999833703,3.786682606,0.962124634,0,3.541264076,0,9.71E-05,0,0.962124634,0,,,0.962124634,,48.06136653
348,10674.35248,11-06-2015 23:04:55,3474.33637,2,1,1.000014305,3.787653923,0.964906288,0,3.551798867,0,6.48E-05,0,0.964906288,0,,,0.964906288,,48.20043337
349,10684.36804,11-06-2015 23:05:05,3484.351927,2,1,1.000014305,3.788463354,0.967687961,0,3.562336315,0,3.24E-05,0,0.967687961,0,,,0.967687961,,48.33950117
350,10694.3836,11-06-2015 23:05:15,3494.367484,2,1,0.999833703,3.789596558,0.970469629,0,3.572876324,0,6.48E-05,0,0.970469629,0,,,0.970469629,,48.47856872
351,10704.39914,11-06-2015 23:05:25,3504.383025,2,1,0.999833703,3.790567875,0.973251324,0,3.58341909,0,9.71E-05,0,0.973251324,0,,,0.973251324,,48.61763762
352,10714.41474,11-06-2015 23:05:35,3514.398623,2,1,0.999833703,3.79121542,0.97603303,0,3.593964502,0,3.24E-05,0,0.97603303,0,,,0.97603303,,48.75670707
353,10724.43026,11-06-2015 23:05:45,3524.41415,2,1,0.999833703,3.792510509,0.978814739,0,3.604512463,0,9.71E-05,0,0.978814739,0,,,0.978814739,,48.89577666
354,10734.44583,11-06-2015 23:05:55,3534.429716,2,1,0.999833703,3.793319941,0.981596455,0,3.615063159,0,6.48E-05,0,0.981596455,0,,,0.981596455,,49.03484661
355,10744.46139,11-06-2015 23:06:05,3544.445275,2,1,0.999833703,3.794453144,0.9843782,0,3.625616637,0,0.000129509,0,0.9843782,0,,,0.9843782,,49.17391801
356,10754.47696,11-06-2015 23:06:15,3554.460845,2,1,0.999653101,3.795262575,0.987159901,0,3.636172623,0,9.71E-05,0,0.987159901,0,,,0.987159901,,49.31298721
357,10764.49258,11-06-2015 23:06:25,3564.47647,2,1,0.999833703,3.796233892,0.989941615,0,3.646731374,0,9.71E-05,0,0.989941615,0,,,0.989941615,,49.45205706
358,10774.50775,11-06-2015 23:06:35,3574.491635,2,1,0.999833703,3.79720521,0.992718934,0,3.657275984,0,9.71E-05,0,0.992718934,0,,,0.992718934,,49.59090718
359,10784.5078,11-06-2015 23:06:45,3584.491686,2,1,0.999833703,3.798176527,0.995500571,0,3.667839742,0,0.000129509,0,0.995500571,0,,,0.995500571,,49.72997318
360,10794.50794,11-06-2015 23:06:55,3594.491831,2,1,1.000014305,3.799147844,0.998277979,0,3.678390122,0,9.71E-05,0,0.998277979,0,,,0.998277979,,49.86882775
361,10804.52349,11-06-2015 23:07:05,3604.507373,2,1,0.999833703,3.800119162,1.001059683,0,3.688959498,0,9.71E-05,0,1.001059683,0,,,1.001059683,,50.0078971
362,10814.53904,11-06-2015 23:07:15,3614.522928,2,1,0.999833703,3.800928593,1.003841391,0,3.69953157,0,9.71E-05,0,1.003841391,0,,,1.003841391,,50.14696665
363,10824.55441,11-06-2015 23:07:25,3624.538297,2,1,0.999833703,3.80189991,1.006623044,0,3.710106048,0,6.48E-05,0,1.006623044,0,,,1.006623044,,50.28603345
364,10834.55452,11-06-2015 23:07:35,3634.538411,2,1,1.000014305,3.803033113,1.009400399,0,3.720666849,0,9.71E-05,0,1.009400399,0,,,1.009400399,,50.42488537
365,10844.5702,11-06-2015 23:07:45,3644.554087,2,1,0.999833703,3.803842545,1.012182131,0,3.731246941,0,9.71E-05,0,1.012182131,0,,,1.012182131,,50.56395612
366,10854.58565,11-06-2015 23:07:55,3654.569539,2,1,1.000014305,3.804813862,1.014963841,0,3.74182959,0,9.71E-05,0,1.014963841,0,,,1.014963841,,50.70302577
367,10864.60121,11-06-2015 23:08:05,3664.5851,2,1,1.000014305,3.805785179,1.017745567,0,3.752414936,0,9.71E-05,0,1.017745567,0,,,1.017745567,,50.84209621
368,10874.61675,11-06-2015 23:08:15,3674.600639,2,1,1.000014305,3.806756496,1.020527278,0,3.763002903,0,6.34E-05,0,1.020527278,0,,,1.020527278,,50.98116591
369,10884.63232,11-06-2015 23:08:25,3684.616206,2,1,0.999653101,3.807565928,1.023308919,0,3.773593096,0,6.48E-05,0,1.023308919,0,,,1.023308919,,51.12023211
370,10894.64757,11-06-2015 23:08:35,3694.631459,2,1,1.000014305,3.808861017,1.026086275,0,3.784169649,0,0.000129509,0,1.026086275,0,,,1.026086275,,51.25908408
371,10904.64764,11-06-2015 23:08:45,3704.631529,2,1,0.999833703,3.809508562,1.028867934,0,3.794765196,0,6.48E-05,0,1.028867934,0,,,1.028867934,,51.39815118
372,10914.66342,11-06-2015 23:08:55,3714.647303,2,1,0.999653101,3.810479879,1.031649706,0,3.805363808,0,9.71E-05,0,1.031649706,0,,,1.031649706,,51.53722393
373,10924.67898,11-06-2015 23:09:05,3724.662865,2,1,0.999833703,3.81128931,1.034431405,0,3.815964724,0,6.48E-05,0,1.034431405,0,,,1.034431405,,51.67629303
374,10934.69447,11-06-2015 23:09:15,3734.678355,2,1,0.999653101,3.812260628,1.037213088,0,3.826568029,0,6.48E-05,0,1.037213088,0,,,1.037213088,,51.81536133
375,10944.71004,11-06-2015 23:09:25,3744.693932,2,1,0.999833703,3.813393831,1.039994808,0,3.837174265,0,9.71E-05,0,1.039994808,0,,,1.039994808,,51.95443147
376,10954.72563,11-06-2015 23:09:35,3754.709519,2,1,0.999833703,3.814203262,1.042776532,0,3.847783166,0,9.71E-05,0,1.042776532,0,,,1.042776532,,52.09350182
377,10964.7412,11-06-2015 23:09:45,3764.725084,2,1,1.000014305,3.81517458,1.045558238,0,3.858394501,0,9.71E-05,0,1.045558238,0,,,1.045558238,,52.23257127
378,10974.75675,11-06-2015 23:09:55,3774.740636,2,1,0.999653101,3.815984011,1.04833995,0,3.869008472,0,6.48E-05,0,1.04833995,0,,,1.04833995,,52.37164102
379,10984.77229,11-06-2015 23:10:05,3784.756172,2,1,1.000014305,3.817117214,1.051121649,0,3.879624971,0,9.71E-05,0,1.051121649,0,,,1.051121649,,52.51071012
380,10994.78784,11-06-2015 23:10:15,3794.771732,2,1,0.999653101,3.817926645,1.053903338,0,3.890243855,0,9.71E-05,0,1.053903338,0,,,1.053903338,,52.64977871
381,11004.80312,11-06-2015 23:10:25,3804.787004,2,1,0.999833703,3.818736076,1.056680687,0,3.900848802,0,6.48E-05,0,1.056680687,0,,,1.056680687,,52.78863034
382,11014.80341,11-06-2015 23:10:35,3814.787296,2,1,1.000014305,3.819707394,1.059462391,0,3.911472948,0,6.48E-05,0,1.059462391,0,,,1.059462391,,52.92769969
383,11024.81908,11-06-2015 23:10:45,3824.802968,2,1,0.999833703,3.820678711,1.062244108,0,3.922099647,0,9.71E-05,0,1.062244108,0,,,1.062244108,,53.06676968
384,11034.83447,11-06-2015 23:10:55,3834.818354,2,1,0.999833703,3.821650028,1.065025755,0,3.932728671,0,9.65E-05,0,1.065025755,0,,,1.065025755,,53.20583618
385,11044.8495,11-06-2015 23:11:05,3844.833383,2,1,0.999833703,3.822459459,1.067712036,0,3.94299567,0,9.71E-05,0,1.067712036,0,,,1.067712036,,53.34013492
386,11054.84995,11-06-2015 23:11:15,3854.833833,2,1,0.999653101,3.823430777,1.070584827,0,3.953978055,0,6.48E-05,0,1.070584827,0,,,1.070584827,,53.4837581
387,11064.86551,11-06-2015 23:11:25,3864.849396,2,1,1.000014305,3.824240208,1.073366537,0,3.964614889,0,9.71E-05,0,1.073366537,0,,,1.073366537,,53.62282775
388,11074.88112,11-06-2015 23:11:35,3874.865004,2,1,0.999833703,3.825373411,1.07614826,0,3.975254334,0,9.71E-05,0,1.07614826,0,,,1.07614826,,53.76189805
389,11084.89633,11-06-2015 23:11:45,3884.880214,2,1,0.999833703,3.826182842,1.078925599,0,3.985879569,0,6.48E-05,0,1.078925599,0,,,1.078925599,,53.90074917
390,11094.91224,11-06-2015 23:11:55,3894.896128,2,1,0.999833703,3.82715416,1.08171168,0,3.996540825,0,9.71E-05,0,1.08171168,0,,,1.08171168,,54.04003735
391,11104.92776,11-06-2015 23:12:05,3904.911643,2,1,0.999833703,3.827963591,1.084493338,0,4.007187664,0,6.48E-05,0,1.084493338,0,,,1.084493338,,54.17910439
392,11114.94331,11-06-2015 23:12:15,3914.927192,2,1,0.999653101,3.828934908,1.08727498,0,4.017837016,0,9.71E-05,0,1.08727498,0,,,1.08727498,,54.31817064
393,11124.95885,11-06-2015 23:12:25,3924.942733,2,1,1.000194907,3.829906225,1.090056702,0,4.028489313,0,9.71E-05,0,1.090056702,0,,,1.090056702,,54.45724089
394,11134.97443,11-06-2015 23:12:35,3934.958314,2,1,1.000014305,3.830715656,1.092838415,0,4.03914412,0,6.48E-05,0,1.092838415,0,,,1.092838415,,54.59631069
395,11144.98996,11-06-2015 23:12:45,3944.973846,2,1,0.999833703,3.83184886,1.095620078,0,4.049801374,0,0.000129509,0,1.095620078,0,,,1.095620078,,54.73537799
396,11155.00557,11-06-2015 23:12:55,3954.989461,2,1,0.999653101,3.832496405,1.09840182,0,4.060461551,0,3.24E-05,0,1.09840182,0,,,1.09840182,,54.87444924
397,11165.02083,11-06-2015 23:13:05,3965.004713,2,1,1.000014305,3.833791256,1.101179189,0,4.071107385,0,9.71E-05,0,1.101179189,0,,,1.101179189,,55.01330186
398,11175.02102,11-06-2015 23:13:15,3975.004909,2,1,0.999833703,3.834438801,1.103960894,0,4.081772541,0,6.48E-05,0,1.103960894,0,,,1.103960894,,55.15237126
399,11185.03653,11-06-2015 23:13:25,3985.020413,2,1,0.999833703,3.835410118,1.106742594,0,4.092440318,0,6.48E-05,0,1.106742594,0,,,1.106742594,,55.29144041
400,11195.05215,11-06-2015 23:13:35,3995.036037,2,1,1.000014305,3.836381435,1.109524281,0,4.103110651,0,6.46E-05,0,1.109524281,0,,,1.109524281,,55.4305089
401,11205.06775,11-06-2015 23:13:45,4005.051637,2,1,0.999833703,3.837352753,1.112305982,0,4.113783681,0,6.48E-05,0,1.112305982,0,,,1.112305982,,55.5695781
402,11215.08326,11-06-2015 23:13:55,4015.067146,2,1,1.000014305,3.838162184,1.115087645,0,4.124459179,0,9.71E-05,0,1.115087645,0,,,1.115087645,,55.7086454
403,11225.09872,11-06-2015 23:14:05,4025.082607,2,1,0.999833703,3.839295387,1.117869298,0,4.135137353,0,6.48E-05,0,1.117869298,0,,,1.117869298,,55.8477122
404,11235.09875,11-06-2015 23:14:15,4035.082638,2,1,0.999833703,3.840266705,1.120646659,0,4.145801699,0,9.71E-05,0,1.120646659,0,,,1.120646659,,55.98656442
405,11245.11431,11-06-2015 23:14:25,4045.098199,2,1,0.999833703,3.841238022,1.123428373,0,4.156485447,0,0.000129509,0,1.123428373,0,,,1.123428373,,56.12563427
406,11255.12985,11-06-2015 23:14:35,4055.113741,2,1,1.000014305,3.842209339,1.126210082,0,4.167171895,0,9.71E-05,0,1.126210082,0,,,1.126210082,,56.26470387
407,11265.14512,11-06-2015 23:14:45,4065.129009,2,1,1.000014305,3.84301877,1.128987465,0,4.177844438,0,6.48E-05,0,1.128987465,0,,,1.128987465,,56.40355719
408,11275.14522,11-06-2015 23:14:55,4075.129107,2,1,0.999833703,3.844151974,1.131769115,0,4.188535986,0,0.000129509,0,1.131769115,0,,,1.131769115,,56.54262384
409,11285.16102,11-06-2015 23:15:05,4085.144903,2,1,1.000014305,3.845123291,1.134550898,0,4.199230808,0,0.000129509,0,1.134550898,0,,,1.134550898,,56.68169714
410,11295.1765,11-06-2015 23:15:15,4095.160386,2,1,0.999833703,3.845932722,1.137332577,0,4.209927948,0,6.48E-05,0,1.137332577,0,,,1.137332577,,56.82076524
411,11305.19166,11-06-2015 23:15:25,4105.175549,2,1,0.999833703,3.847227812,1.140114168,0,4.220627548,0,0.000129509,0,1.140114168,0,,,1.140114168,,56.95982893
412,11315.20723,11-06-2015 23:15:35,4115.191119,2,1,1.000014305,3.848037243,1.14289587,0,4.231330383,0,9.71E-05,0,1.14289587,0,,,1.14289587,,57.09889818
413,11325.22274,11-06-2015 23:15:45,4125.206627,2,1,1.000014305,3.849170446,1.145677532,0,4.242035782,0,9.71E-05,0,1.145677532,0,,,1.145677532,,57.23796543
414,11335.22309,11-06-2015 23:15:55,4135.20698,2,1,0.999833703,3.849979877,1.148455034,0,4.252728023,0,9.71E-05,0,1.148455034,0,,,1.148455034,,57.3768247
415,11345.23862,11-06-2015 23:16:05,4145.222507,2,1,0.999833703,3.850951195,1.151236735,0,4.263439203,0,6.48E-05,0,1.151236735,0,,,1.151236735,,57.5158939
416,11355.2539,11-06-2015 23:16:15,4155.237791,2,1,0.999833703,3.852246284,1.154014141,0,4.274136699,0,9.71E-05,0,1.154014141,0,,,1.154014141,,57.65474837
417,11365.26975,11-06-2015 23:16:25,4165.253637,2,1,1.000014305,3.853217602,1.156800169,0,4.284870241,0,9.71E-05,0,1.156800169,0,,,1.156800169,,57.7940339
418,11375.2853,11-06-2015 23:16:36,4175.269192,2,1,0.999833703,3.854188919,1.159581912,0,4.295589974,0,9.71E-05,0,1.159581912,0,,,1.159581912,,57.9331052
419,11385.30107,11-06-2015 23:16:46,4185.284957,2,1,0.999833703,3.855160236,1.162363705,0,4.30631293,0,9.71E-05,0,1.162363705,0,,,1.162363705,,58.07217899
420,11395.31617,11-06-2015 23:16:56,4195.300058,2,1,0.999833703,3.856131554,1.165141092,0,4.317021751,0,6.48E-05,0,1.165141092,0,,,1.165141092,,58.21103252
421,11405.33209,11-06-2015 23:17:06,4205.315975,2,1,0.999833703,3.857426643,1.167927139,0,4.327766821,0,0.000129509,0,1.167927139,0,,,1.167927139,,58.35031899
422,11415.34755,11-06-2015 23:17:16,4215.331433,2,1,0.999833703,3.858236074,1.170708816,0,4.338498022,0,6.48E-05,0,1.170708816,0,,,1.170708816,,58.48938699
423,11425.3631,11-06-2015 23:17:26,4225.346983,2,1,1.000014305,3.859531164,1.173490461,0,4.349231934,0,0.000161886,0,1.173490461,0,,,1.173490461,,58.62845339
424,11435.37867,11-06-2015 23:17:36,4235.362554,2,1,0.999833703,3.860502481,1.176272128,0,4.359968925,0,9.71E-05,0,1.176272128,0,,,1.176272128,,58.76752088
425,11445.39421,11-06-2015 23:17:46,4245.378099,2,1,1.000014305,3.861635685,1.179053839,0,4.370709041,0,0.000129509,0,1.179053839,0,,,1.179053839,,58.90659058
426,11455.40979,11-06-2015 23:17:56,4255.393677,2,1,0.999833703,3.862607002,1.18183555,0,4.381452143,0,9.71E-05,0,1.18183555,0,,,1.18183555,,59.04566028
427,11465.42532,11-06-2015 23:18:06,4265.409208,2,1,0.999833703,3.86357832,1.18461724,0,4.392198147,0,9.71E-05,0,1.18461724,0,,,1.18461724,,59.18472893
428,11475.44089,11-06-2015 23:18:16,4275.424781,2,1,0.999833703,3.864711523,1.187398915,0,4.402946992,0,0.000129509,0,1.187398915,0,,,1.187398915,,59.32379683
429,11485.45644,11-06-2015 23:18:26,4285.440328,2,1,0.999833703,3.865844727,1.190180614,0,4.413698998,0,9.71E-05,0,1.190180614,0,,,1.190180614,,59.46286593
430,11495.47202,11-06-2015 23:18:36,4295.455906,2,1,0.999653101,3.866816044,1.192962346,0,4.424454141,0,6.48E-05,0,1.192962346,0,,,1.192962346,,59.60193667
431,11505.48757,11-06-2015 23:18:46,4305.471452,2,1,0.999833703,3.868111134,1.195744056,0,4.435212291,0,9.71E-05,0,1.195744056,0,,,1.195744056,,59.74100632
432,11515.50315,11-06-2015 23:18:56,4315.487034,2,1,1.000194907,3.869244337,1.198525742,0,4.445973375,0,9.71E-05,0,1.198525742,0,,,1.198525742,,59.88007477
433,11525.5184,11-06-2015 23:19:06,4325.502285,2,1,0.999833703,3.870377541,1.201307342,0,4.456737206,0,0.000129509,0,1.201307342,0,,,1.201307342,,60.01913892
434,11535.51862,11-06-2015 23:19:16,4335.502504,2,1,0.999833703,3.871348858,1.204084814,0,4.467488172,0,0.000129509,0,1.204084814,0,,,1.204084814,,60.15799669
435,11545.53418,11-06-2015 23:19:26,4345.518063,2,1,0.999833703,3.872320175,1.20686656,0,4.478258773,0,6.46E-05,0,1.20686656,0,,,1.20686656,,60.29706814
436,11555.54978,11-06-2015 23:19:36,4355.533671,2,1,0.999833703,3.873615265,1.209648339,0,4.489032708,0,0.000161382,0,1.209648339,0,,,1.209648339,,60.43614124
437,11565.5651,11-06-2015 23:19:46,4365.548992,2,1,0.999833703,3.874748468,1.212425784,0,4.499792827,0,0.000129509,0,1.212425784,0,,,1.212425784,,60.57499766
438,11575.58089,11-06-2015 23:19:56,4375.564779,2,1,1.000014305,3.875881672,1.215211914,0,4.510589797,0,9.71E-05,0,1.215211914,0,,,1.215211914,,60.71428828
439,11585.59616,11-06-2015 23:20:06,4385.580044,2,1,0.999833703,3.876852989,1.217989348,0,4.521356201,0,9.71E-05,0,1.217989348,0,,,1.217989348,,60.85314415
440,11595.59638,11-06-2015 23:20:16,4395.58027,2,1,1.000194907,3.878148079,1.22077108,0,4.532142403,0,0.000129509,0,1.22077108,0,,,1.22077108,,60.9922149
441,11605.61193,11-06-2015 23:20:26,4405.595814,2,1,0.999653101,3.879281282,1.223552798,0,4.542931811,0,6.48E-05,0,1.223552798,0,,,1.223552798,,61.13128495
442,11615.62747,11-06-2015 23:20:36,4415.61136,2,1,0.999833703,3.880414486,1.226334505,0,4.553724307,0,0.000129509,0,1.226334505,0,,,1.226334505,,61.27035445
443,11625.64303,11-06-2015 23:20:46,4425.626921,2,1,0.999833703,3.881547689,1.229116236,0,4.564520147,0,9.71E-05,0,1.229116236,0,,,1.229116236,,61.40942515
444,11635.65863,11-06-2015 23:20:56,4435.642513,2,1,0.999833703,3.882842779,1.231897959,0,4.575319216,0,0.000129509,0,1.231897959,0,,,1.231897959,,61.54849544
445,11645.65865,11-06-2015 23:21:06,4445.642538,2,1,0.999833703,3.883814096,1.234675389,0,4.586104874,0,6.48E-05,0,1.234675389,0,,,1.234675389,,61.68735112
446,11655.67375,11-06-2015 23:21:16,4455.657633,2,1,0.999653101,3.8849473,1.237452785,0,4.596893595,0,9.71E-05,0,1.237452785,0,,,1.237452785,,61.82620509
447,11665.67404,11-06-2015 23:21:26,4465.657932,2,1,0.999833703,3.88624239,1.240234513,0,4.607702429,0,0.000129509,0,1.240234513,0,,,1.240234513,,61.96527564
448,11675.68962,11-06-2015 23:21:36,4475.673506,2,1,1.000014305,3.887375593,1.243016291,0,4.618514726,0,6.48E-05,0,1.243016291,0,,,1.243016291,,62.10434869
449,11685.70515,11-06-2015 23:21:46,4485.689036,2,1,0.999833703,3.888670683,1.245798043,0,4.629330234,0,6.48E-05,0,1.245798043,0,,,1.245798043,,62.24342043
450,11695.72073,11-06-2015 23:21:56,4495.704617,2,1,1.000014305,3.889803886,1.248579775,0,4.640148997,0,0.000129509,0,1.248579775,0,,,1.248579775,,62.38249118
451,11705.73628,11-06-2015 23:22:06,4505.720171,2,1,1.000014305,3.891098976,1.251361475,0,4.650970876,0,0.000129509,0,1.251361475,0,,,1.251361475,,62.52156033
452,11715.75162,11-06-2015 23:22:16,4515.735505,2,1,0.999833703,3.89223218,1.254143185,0,4.66179621,0,0.000129509,0,1.254143185,0,,,1.254143185,,62.66062998
453,11725.76741,11-06-2015 23:22:26,4525.751294,2,1,0.999833703,3.893365383,1.256925044,0,4.672625462,0,9.71E-05,0,1.256925044,0,,,1.256925044,,62.79970708
454,11735.78296,11-06-2015 23:22:36,4535.766852,2,1,1.000014305,3.894660473,1.259706815,0,4.683457769,0,0.000161886,0,1.259706815,0,,,1.259706815,,62.93877977
455,11745.7984,11-06-2015 23:22:46,4545.782289,2,1,0.999833703,3.895793676,1.262488544,0,4.69429297,0,0.000161886,0,1.262488544,0,,,1.262488544,,63.07785037
456,11755.81408,11-06-2015 23:22:56,4555.79797,2,1,0.999653101,3.89692688,1.265270306,0,4.705131761,0,9.71E-05,0,1.265270306,0,,,1.265270306,,63.21692262
457,11765.82967,11-06-2015 23:23:06,4565.813555,2,1,1.000014305,3.89822197,1.268052066,0,4.715973935,0,9.71E-05,0,1.268052066,0,,,1.268052066,,63.35599477
458,11775.82967,11-06-2015 23:23:16,4575.81356,2,1,1.000014305,3.899517059,1.270829489,0,4.726802649,0,9.71E-05,0,1.270829489,0,,,1.270829489,,63.49485009
459,11785.84512,11-06-2015 23:23:26,4585.829004,2,1,0.999833703,3.900488377,1.273611202,0,4.737651457,0,9.71E-05,0,1.273611202,0,,,1.273611202,,63.63391989
460,11795.86065,11-06-2015 23:23:36,4595.844539,2,1,0.999833703,3.901945353,1.276392885,0,4.748503636,0,0.000129509,0,1.276392885,0,,,1.276392885,,63.77298819
461,11805.87621,11-06-2015 23:23:46,4605.8601,2,1,0.999653101,3.90291667,1.279174585,0,4.75935931,0,6.48E-05,0,1.279174585,0,,,1.279174585,,63.91205733
462,11815.89149,11-06-2015 23:23:56,4615.875374,2,1,0.999833703,3.904373646,1.281951947,0,4.770201547,0,9.71E-05,0,1.281951947,0,,,1.281951947,,64.05090961
463,11825.9074,11-06-2015 23:24:06,4625.89129,2,1,0.999833703,3.905506849,1.284738013,0,4.781081233,0,6.48E-05,0,1.284738013,0,,,1.284738013,,64.19019703
464,11835.92251,11-06-2015 23:24:16,4635.906394,2,1,0.999833703,3.906963825,1.287519602,0,4.791946944,0,0.000129509,0,1.287519602,0,,,1.287519602,,64.32926063
465,11845.92289,11-06-2015 23:24:26,4645.906775,2,1,0.999833703,3.908097029,1.290297149,0,4.802800391,0,9.71E-05,0,1.290297149,0,,,1.290297149,,64.46812215
466,11855.93799,11-06-2015 23:24:36,4655.921881,2,1,1.000014305,3.909554005,1.293078747,0,4.813673186,0,0.000129509,0,1.293078747,0,,,1.293078747,,64.6071862
