Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),,충전용량-방전용량,,soc
3570,14581.71957,02-27-2016 22:18:09,2381.750525,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3571,14582.73512,02-27-2016 22:18:10,2382.76607,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3572,14583.75071,02-27-2016 22:18:11,2383.781664,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3573,14584.76631,02-27-2016 22:18:12,2384.79726,6,1,0,3.964529276,1.809863828,0.361452327,7.077067989,1.418931929,-3.23772E-05,0,0,0,0,,,,
3574,14585.76631,02-27-2016 22:18:13,2385.797261,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3575,14586.76632,02-27-2016 22:18:14,2386.797269,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3576,14587.78193,02-27-2016 22:18:15,2387.812879,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3577,14588.79755,02-27-2016 22:18:16,2388.828501,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3578,14589.81314,02-27-2016 22:18:17,2389.844088,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,3.23772E-05,0,0,0,0,,,,
3579,14590.81316,02-27-2016 22:18:18,2390.844109,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3580,14591.8288,02-27-2016 22:18:19,2391.859752,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3581,14592.84433,02-27-2016 22:18:20,2392.875281,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3582,14593.85996,02-27-2016 22:18:21,2393.89091,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3583,14594.85996,02-27-2016 22:18:22,2394.890913,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3584,14595.85996,02-27-2016 22:18:23,2395.890915,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3585,14596.87554,02-27-2016 22:18:24,2396.90649,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3586,14597.89114,02-27-2016 22:18:25,2397.922091,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3587,14598.90685,02-27-2016 22:18:26,2398.937803,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3588,14599.92237,02-27-2016 22:18:27,2399.95332,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3589,14600.92243,02-27-2016 22:18:28,2400.953384,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3590,14601.92252,02-27-2016 22:18:29,2401.953468,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3591,14602.93795,02-27-2016 22:18:30,2402.968904,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3592,14603.938,02-27-2016 22:18:31,2403.968949,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3593,14604.95357,02-27-2016 22:18:32,2404.98452,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,3.23772E-05,0,0,0,0,,,,
3594,14605.96916,02-27-2016 22:18:33,2406.000116,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3595,14606.98481,02-27-2016 22:18:34,2407.015767,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3596,14608.00038,02-27-2016 22:18:35,2408.031335,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3597,14609.016,02-27-2016 22:18:36,2409.046952,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3598,14610.03161,02-27-2016 22:18:37,2410.062558,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3599,14611.04734,02-27-2016 22:18:38,2411.078293,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3600,14612.04741,02-27-2016 22:18:39,2412.07836,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3601,14613.06283,02-27-2016 22:18:40,2413.093779,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3602,14614.07844,02-27-2016 22:18:41,2414.109387,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,6.48022E-05,0,0,0,0,,,,
3603,14615.09407,02-27-2016 22:18:42,2415.125023,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3604,14616.10966,02-27-2016 22:18:43,2416.140611,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3605,14617.10971,02-27-2016 22:18:44,2417.140657,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3606,14618.12526,02-27-2016 22:18:45,2418.156209,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3607,14619.12526,02-27-2016 22:18:46,2419.156213,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3608,14620.14087,02-27-2016 22:18:47,2420.171818,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3609,14621.14088,02-27-2016 22:18:48,2421.171831,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,3.23772E-05,0,0,0,0,,,,
3610,14622.14092,02-27-2016 22:18:49,2422.171873,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3611,14623.15645,02-27-2016 22:18:51,2423.187399,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3612,14624.15647,02-27-2016 22:18:52,2424.187426,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3613,14625.15656,02-27-2016 22:18:53,2425.187508,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3614,14626.17221,02-27-2016 22:18:54,2426.203161,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3615,14627.18786,02-27-2016 22:18:55,2427.218808,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3616,14628.20325,02-27-2016 22:18:56,2428.234204,6,1,0,3.964529276,1.809863828,0.361452327,7.077067989,1.418931929,-6.48022E-05,0,0,0,0,,,,
3617,14629.20327,02-27-2016 22:18:57,2429.234219,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3618,14630.21886,02-27-2016 22:18:58,2430.249814,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3619,14631.23445,02-27-2016 22:18:59,2431.265403,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3620,14632.23461,02-27-2016 22:19:00,2432.265563,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3621,14633.25017,02-27-2016 22:19:01,2433.281122,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3622,14634.26557,02-27-2016 22:19:02,2434.29652,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3623,14635.26569,02-27-2016 22:19:03,2435.296647,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3624,14636.28127,02-27-2016 22:19:04,2436.312219,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3625,14637.28177,02-27-2016 22:19:05,2437.312724,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3626,14638.29699,02-27-2016 22:19:06,2438.327944,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3627,14639.31249,02-27-2016 22:19:07,2439.343444,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3628,14640.32819,02-27-2016 22:19:08,2440.359138,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3629,14641.34375,02-27-2016 22:19:09,2441.374702,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,6.48022E-05,0,0,0,0,,,,
3630,14642.3593,02-27-2016 22:19:10,2442.390248,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,6.48022E-05,0,0,0,0,,,,
3631,14643.35934,02-27-2016 22:19:11,2443.390293,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3632,14644.35934,02-27-2016 22:19:12,2444.390293,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3633,14645.3749,02-27-2016 22:19:13,2445.405852,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3634,14646.37492,02-27-2016 22:19:14,2446.405871,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3635,14647.37507,02-27-2016 22:19:15,2447.406021,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3636,14648.39049,02-27-2016 22:19:16,2448.421444,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3637,14649.4061,02-27-2016 22:19:17,2449.437049,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3638,14650.4061,02-27-2016 22:19:18,2450.43705,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3639,14651.40611,02-27-2016 22:19:19,2451.437066,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3640,14652.42186,02-27-2016 22:19:20,2452.45281,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3641,14653.4373,02-27-2016 22:19:21,2453.468249,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3642,14654.43736,02-27-2016 22:19:22,2454.468317,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3643,14655.45292,02-27-2016 22:19:23,2455.483872,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3644,14656.4685,02-27-2016 22:19:24,2456.499449,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3645,14657.46866,02-27-2016 22:19:25,2457.499609,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3646,14658.48411,02-27-2016 22:19:26,2458.515057,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3647,14659.49975,02-27-2016 22:19:27,2459.5307,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3648,14660.51533,02-27-2016 22:19:28,2460.546278,6,1,0,3.964529276,1.809863828,0.361452327,7.077067989,1.418931929,-3.23772E-05,0,0,0,0,,,,
3649,14661.53095,02-27-2016 22:19:29,2461.561906,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3650,14662.54654,02-27-2016 22:19:30,2462.577497,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3651,14663.54667,02-27-2016 22:19:31,2463.577618,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3652,14664.56217,02-27-2016 22:19:32,2464.593127,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3653,14665.57777,02-27-2016 22:19:33,2465.608724,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3654,14666.5778,02-27-2016 22:19:34,2466.608757,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3655,14667.5934,02-27-2016 22:19:35,2467.624353,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3656,14668.60902,02-27-2016 22:19:36,2468.63997,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3657,14669.60902,02-27-2016 22:19:37,2469.639975,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3658,14670.62458,02-27-2016 22:19:38,2470.655532,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3659,14671.64027,02-27-2016 22:19:39,2471.671227,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3660,14672.65581,02-27-2016 22:19:40,2472.686757,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3661,14673.65581,02-27-2016 22:19:41,2473.686763,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3662,14674.6714,02-27-2016 22:19:42,2474.702348,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3663,14675.68706,02-27-2016 22:19:43,2475.718015,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3664,14676.70267,02-27-2016 22:19:44,2476.733626,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3665,14677.71824,02-27-2016 22:19:45,2477.749195,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3666,14678.71837,02-27-2016 22:19:46,2478.749325,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3667,14679.73389,02-27-2016 22:19:47,2479.764842,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3668,14680.74946,02-27-2016 22:19:48,2480.780414,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3669,14681.76506,02-27-2016 22:19:49,2481.796008,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3670,14682.78063,02-27-2016 22:19:50,2482.811578,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3671,14683.78071,02-27-2016 22:19:51,2483.811658,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3672,14684.79632,02-27-2016 22:19:52,2484.827274,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3673,14685.81189,02-27-2016 22:19:53,2485.842846,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3674,14686.82748,02-27-2016 22:19:54,2486.858437,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3675,14687.82754,02-27-2016 22:19:55,2487.858495,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3676,14688.82755,02-27-2016 22:19:56,2488.858502,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3677,14689.8431,02-27-2016 22:19:57,2489.874051,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3678,14690.85874,02-27-2016 22:19:58,2490.889697,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3679,14691.87432,02-27-2016 22:19:59,2491.905277,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3680,14692.88993,02-27-2016 22:20:00,2492.92088,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3681,14693.90553,02-27-2016 22:20:01,2493.936485,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3682,14694.92131,02-27-2016 22:20:02,2494.952257,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3683,14695.93676,02-27-2016 22:20:03,2495.967711,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3684,14696.95236,02-27-2016 22:20:04,2496.983316,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3685,14697.96797,02-27-2016 22:20:05,2497.99892,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3686,14698.98363,02-27-2016 22:20:06,2499.014584,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3687,14699.9992,02-27-2016 22:20:07,2500.030151,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3688,14701.01483,02-27-2016 22:20:08,2501.045785,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3689,14702.03043,02-27-2016 22:20:09,2502.061378,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3690,14703.046,02-27-2016 22:20:10,2503.07695,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3691,14704.04603,02-27-2016 22:20:11,2504.076977,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3692,14705.06164,02-27-2016 22:20:12,2505.092589,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3693,14706.07746,02-27-2016 22:20:13,2506.10841,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3694,14707.09285,02-27-2016 22:20:14,2507.123803,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3695,14708.09285,02-27-2016 22:20:15,2508.123806,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3696,14709.10846,02-27-2016 22:20:16,2509.139416,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3697,14710.12407,02-27-2016 22:20:17,2510.15502,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3698,14711.1242,02-27-2016 22:20:18,2511.155156,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3699,14712.13967,02-27-2016 22:20:19,2512.170618,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3700,14713.15528,02-27-2016 22:20:21,2513.186228,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3701,14714.15534,02-27-2016 22:20:22,2514.186288,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3702,14715.17089,02-27-2016 22:20:23,2515.201843,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3703,14716.17103,02-27-2016 22:20:24,2516.201984,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3704,14717.18639,02-27-2016 22:20:25,2517.217338,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3705,14718.18649,02-27-2016 22:20:26,2518.217445,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.23241E-05,0,0,0,0,,,,
3706,14719.18651,02-27-2016 22:20:27,2519.217461,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3707,14720.20211,02-27-2016 22:20:28,2520.233059,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3708,14721.20216,02-27-2016 22:20:29,2521.233107,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3709,14722.21766,02-27-2016 22:20:30,2522.248615,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3710,14723.23327,02-27-2016 22:20:31,2523.264225,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3711,14724.24891,02-27-2016 22:20:32,2524.27986,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3712,14725.26453,02-27-2016 22:20:33,2525.295484,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3713,14726.26466,02-27-2016 22:20:34,2526.295617,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3714,14727.28048,02-27-2016 22:20:35,2527.311435,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3715,14728.29583,02-27-2016 22:20:36,2528.326781,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3716,14729.31145,02-27-2016 22:20:37,2529.342399,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3717,14730.32706,02-27-2016 22:20:38,2530.358016,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3718,14731.34255,02-27-2016 22:20:39,2531.373502,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3719,14732.34255,02-27-2016 22:20:40,2532.373507,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3720,14733.35818,02-27-2016 22:20:41,2533.389131,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3721,14734.37375,02-27-2016 22:20:42,2534.404701,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3722,14735.38937,02-27-2016 22:20:43,2535.420319,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3723,14736.38946,02-27-2016 22:20:44,2536.42041,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3724,14737.40496,02-27-2016 22:20:45,2537.435915,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3725,14738.42058,02-27-2016 22:20:46,2538.451528,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3726,14739.43617,02-27-2016 22:20:47,2539.467124,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3727,14740.43623,02-27-2016 22:20:48,2540.467186,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3728,14741.45179,02-27-2016 22:20:49,2541.482741,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3729,14742.45182,02-27-2016 22:20:50,2542.482772,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,3.24249E-05,0,0,0,0,,,,
3730,14743.46738,02-27-2016 22:20:51,2543.498333,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3731,14744.48305,02-27-2016 22:20:52,2544.514007,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3732,14745.49862,02-27-2016 22:20:53,2545.52957,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3733,14746.49863,02-27-2016 22:20:54,2546.529585,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3734,14747.51437,02-27-2016 22:20:55,2547.545326,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,-3.23772E-05,0,0,0,0,,,,
3735,14748.52985,02-27-2016 22:20:56,2548.560802,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3736,14749.52985,02-27-2016 22:20:57,2549.560807,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3737,14750.54557,02-27-2016 22:20:58,2550.576519,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
3738,14751.56104,02-27-2016 22:20:59,2551.591991,6,1,0,3.964691162,1.809863828,0.361452327,7.077067989,1.418931929,-3.24249E-05,0,0,0,0,,,,
3739,14752.5612,02-27-2016 22:21:00,2552.59215,6,1,0,3.964853287,1.809863828,0.361452327,7.077067989,1.418931929,0,0,0,0,0,,,,
