Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),SoC(%),AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
2696,13739.93577,11-12-2015 21:16:58,559.7517186,7,1,-1.389085174,3.701206923,2.058875212,0.630474175,7.91231655,2.464789677,-0.00035615,55.78577037,1.428401037,0
2697,13740.9387,11-12-2015 21:16:59,560.7546458,7,1,-1.1114887,3.721118927,2.058875212,0.630806811,7.91231655,2.46602516,0.003723383,55.77278907,1.428068401,0
2698,13741.94165,11-12-2015 21:17:00,561.7575944,7,1,-1.111308098,3.721280813,2.058875212,0.631116456,7.91231655,2.467177412,0.003917647,55.76070502,1.427758756,0
2699,13742.94458,11-12-2015 21:17:01,562.7605195,7,1,-1.1114887,3.720957041,2.058875212,0.631426077,7.91231655,2.468329567,0.003917647,55.7486219,1.427449135,0
2700,13743.9475,11-12-2015 21:17:02,563.7634448,7,1,-1.111127496,3.721118927,2.058875212,0.631735702,7.91231655,2.469481699,-3.24E-05,55.73653862,1.42713951,0
2701,13744.95038,11-12-2015 21:17:03,564.7663202,7,1,-1.1114887,3.720795155,2.058875212,0.632045313,7.91231655,2.470633743,-9.71E-05,55.72445588,1.426829899,0
2702,13745.95333,11-12-2015 21:17:04,565.7692707,7,1,-1.1114887,3.720633268,2.058875212,0.63235495,7.91231655,2.471785824,-9.71E-05,55.71237212,1.426520261,0
2703,13746.95624,11-12-2015 21:17:05,566.7721877,7,1,-1.111308098,3.720633268,2.058875212,0.63266456,7.91231655,2.472937753,-9.71E-05,55.70028945,1.426210652,0
2704,13747.95918,11-12-2015 21:17:06,567.775128,7,1,-1.111308098,3.720471382,2.058875212,0.632974169,7.91231655,2.474089636,-6.48E-05,55.68820678,1.425901042,0
2705,13748.96205,11-12-2015 21:17:07,568.7779918,7,1,-1.1114887,3.719985723,2.058875212,0.63328377,7.91231655,2.475241408,-0.000129509,55.67612447,1.425591442,0
2706,13749.96502,11-12-2015 21:17:08,569.78096,7,1,-1.111308098,3.719985723,2.058875212,0.633593406,7.91231655,2.476393256,-0.000129509,55.66404076,1.425281806,0
2707,13750.96789,11-12-2015 21:17:09,570.7838294,7,1,-1.111308098,3.719823837,2.058875212,0.633903023,7.91231655,2.477544975,-0.000129509,55.65195778,1.424972188,0
2708,13751.9708,11-12-2015 21:17:10,571.7867434,7,1,-1.1114887,3.719500065,2.058875212,0.634212645,7.91231655,2.478696651,-9.71E-05,55.63987464,1.424662567,0
2709,13752.97873,11-12-2015 21:17:11,572.7946733,7,1,-1.1114887,3.719338179,2.058875212,0.634523808,7.91231655,2.479854003,-9.71E-05,55.62773135,1.424351404,0
2710,13753.98152,11-12-2015 21:17:12,573.7974662,7,1,-1.111308098,3.719014406,2.058875212,0.634833381,7.91231655,2.481005387,-0.000129509,55.6156501,1.424041831,0
2711,13754.98445,11-12-2015 21:17:13,574.8003978,7,1,-1.1114887,3.71885252,2.058875212,0.635142996,7.91231655,2.482156855,-0.000161886,55.6035672,1.423732215,0
2712,13755.98741,11-12-2015 21:17:14,575.8033493,7,1,-1.389085174,3.698131084,2.058875212,0.635512874,7.91231655,2.483526276,-0.004273796,55.58913252,1.423362337,0
2713,13756.99031,11-12-2015 21:17:15,576.8062495,7,1,-1.389265776,3.697645426,2.058875212,0.635899878,7.91231655,2.484957358,-0.004306173,55.5740295,1.422975334,0
2714,13757.9932,11-12-2015 21:17:16,577.8091485,7,1,-1.389085174,3.697159767,2.058875212,0.636286874,7.91231655,2.486388205,-0.00433855,55.55892679,1.422588338,0
2715,13758.99614,11-12-2015 21:17:17,578.812089,7,1,-1.389085174,3.696674109,2.058875212,0.636673887,7.91231655,2.487818912,-0.000323772,55.5438234,1.422201325,0
2716,13759.99907,11-12-2015 21:17:18,579.8150122,7,1,-1.389265776,3.695864677,2.058875212,0.637060893,7.91231655,2.489249405,-0.00035615,55.52872028,1.421814319,0
2717,13761.00199,11-12-2015 21:17:19,580.817935,7,1,-1.389085174,3.695540905,2.058875212,0.637447897,7.91231655,2.490679711,-0.000323772,55.51361724,1.421427314,0
2718,13762.00489,11-12-2015 21:17:20,581.8208349,7,1,-1.389085174,3.695217133,2.058875212,0.637834899,7.91231655,2.492109841,-0.000291395,55.49851431,1.421040313,0
2719,13763.00787,11-12-2015 21:17:21,582.8238179,7,1,-1.389085174,3.69489336,2.058875212,0.638221931,7.91231655,2.493539925,-0.000226641,55.48341018,1.420653281,0
2720,13764.01074,11-12-2015 21:17:22,583.8266838,7,1,-1.389085174,3.694407701,2.058875212,0.638608915,7.91231655,2.494969691,-0.000259018,55.46830791,1.420266296,0
2721,13765.01369,11-12-2015 21:17:23,584.8296358,7,1,-1.389265776,3.693922043,2.058875212,0.638995932,7.91231655,2.496399411,-0.000259018,55.45320438,1.41987928,0
2722,13766.01658,11-12-2015 21:17:24,585.8325236,7,1,-1.389446378,3.693436384,2.058875212,0.639382934,7.91231655,2.497828927,-0.000291395,55.43810145,1.419492278,0
2723,13767.01955,11-12-2015 21:17:25,586.8354902,7,1,-1.389085174,3.693274498,2.058875212,0.639769965,7.91231655,2.499258404,-0.000259018,55.42299734,1.419105246,0
2724,13768.02239,11-12-2015 21:17:26,587.8383364,7,1,-1.388904572,3.692788839,2.058875212,0.640156939,7.91231655,2.500687525,-0.000259018,55.40789548,1.418718272,0
2725,13769.02536,11-12-2015 21:17:27,588.8413014,7,1,-1.389085174,3.692626953,2.058875212,0.640543956,7.91231655,2.502116669,-0.000259018,55.39279196,1.418331256,0
2726,13770.02822,11-12-2015 21:17:28,589.8441688,7,1,-1.389265776,3.692141294,2.058875212,0.640930941,7.91231655,2.503545563,-0.000259018,55.37768968,1.417944271,0
2727,13771.03116,11-12-2015 21:17:29,590.8471086,7,1,-1.388904572,3.691817522,2.058875212,0.641317957,7.91231655,2.50497444,-0.000226641,55.36258617,1.417557255,0
2728,13772.03406,11-12-2015 21:17:30,591.850003,7,1,-1.389265776,3.69149375,2.058875212,0.641704949,7.91231655,2.506403097,-0.000226641,55.3474836,1.417170263,0
2729,13773.03701,11-12-2015 21:17:31,592.8529551,7,1,-1.389265776,3.691169977,2.058875212,0.642091964,7.91231655,2.5078317,-0.000226641,55.33238015,1.416783248,0
2730,13774.03991,11-12-2015 21:17:32,593.8558528,7,1,-1.389085174,3.691008091,2.058875212,0.642478975,7.91231655,2.509260166,-0.000194263,55.31727682,1.416396236,0
2731,13775.04286,11-12-2015 21:17:33,594.8588032,7,1,-1.389265776,3.690360546,2.058875212,0.642865997,7.91231655,2.510688528,-0.000259018,55.30217309,1.416009214,0
2732,13776.04573,11-12-2015 21:17:34,595.8616783,7,1,-1.666862249,3.669639349,2.058875212,0.643317165,7.91231655,2.512345699,-0.004306125,55.28456603,1.415558046,0
2733,13777.04868,11-12-2015 21:17:35,596.8646198,7,1,-1.667223454,3.668991804,2.058875212,0.643781575,7.91231655,2.514049777,-0.00437088,55.2664422,1.415093637,0
2734,13778.05158,11-12-2015 21:17:36,597.8675261,7,1,-1.667042851,3.668344259,2.058875212,0.644245976,7.91231655,2.515753523,-0.004468012,55.24831871,1.414629236,0
2735,13779.05454,11-12-2015 21:17:37,598.8704863,7,1,-1.667042851,3.667696714,2.058875212,0.644710394,7.91231655,2.517457041,-0.000453281,55.23019454,1.414164817,0
2736,13780.05743,11-12-2015 21:17:38,599.8733698,7,1,-1.666862249,3.667211056,2.058875212,0.645174797,7.91231655,2.519160213,-0.00035615,55.212071,1.413700415,0
2737,13781.06038,11-12-2015 21:17:39,600.8763254,7,1,-1.667223454,3.666725397,2.058875212,0.645639216,7.91231655,2.520863206,-0.000388527,55.19394681,1.413235996,0
2738,13782.06327,11-12-2015 21:17:40,601.8792095,7,1,-1.666862249,3.666239738,2.058875212,0.646103617,7.91231655,2.522565927,-0.000323772,55.17582332,1.412771595,0
2739,13783.07107,11-12-2015 21:17:41,602.8870186,7,1,-1.666862249,3.66575408,2.058875212,0.646570292,7.91231655,2.524276741,-0.000323772,55.15761109,1.41230492,0
2740,13784.07405,11-12-2015 21:17:42,603.8899947,7,1,-1.667042851,3.665268421,2.058875212,0.647034722,7.91231655,2.525979098,-0.000323772,55.13948645,1.411840489,0
2741,13785.07692,11-12-2015 21:17:43,604.8928615,7,1,-1.667042851,3.664782763,2.058875212,0.647499112,7.91231655,2.527681091,-0.000323772,55.12136339,1.411376099,0
2742,13786.07981,11-12-2015 21:17:44,605.8957514,7,1,-1.111308098,3.705415964,2.058875212,0.647831258,7.91231655,2.528909003,0.007932377,55.10840125,1.411043954,0
2743,13787.08273,11-12-2015 21:17:45,606.8986711,7,1,-1.111308098,3.705901623,2.058875212,0.64814087,7.91231655,2.530056311,0.008094263,55.09631848,1.410734342,0
2744,13788.08569,11-12-2015 21:17:46,607.901633,7,1,-1.1114887,3.706063509,2.058875212,0.648450504,7.91231655,2.531203793,0.008223772,55.08423482,1.410424707,0
2745,13789.08858,11-12-2015 21:17:47,608.904522,7,1,-1.111308098,3.706063509,2.058875212,0.648760112,7.91231655,2.532351215,0.000194263,55.07215223,1.4101151,0
2746,13790.09152,11-12-2015 21:17:48,609.907469,7,1,-1.111308098,3.706225395,2.058875212,0.649069735,7.91231655,2.533498727,9.71E-05,55.06006901,1.409805476,0
2747,13791.09441,11-12-2015 21:17:49,610.9103558,7,1,-1.111308098,3.706387281,2.058875212,0.649379346,7.91231655,2.534646227,6.48E-05,55.04798629,1.409495865,0
2748,13792.09736,11-12-2015 21:17:50,611.9133077,7,1,-1.1114887,3.706063509,2.058875212,0.649688965,7.91231655,2.535793768,-3.24E-05,55.03590327,1.409186247,0
2749,13793.10029,11-12-2015 21:17:51,612.9162362,7,1,-1.1114887,3.706225395,2.058875212,0.64999859,7.91231655,2.536941329,0,55.02381997,1.408876621,0
2750,13794.10319,11-12-2015 21:17:52,613.9191386,7,1,-1.111308098,3.706225395,2.058875212,0.650308214,7.91231655,2.538088875,-3.24E-05,55.01173676,1.408566998,0
2751,13795.10608,11-12-2015 21:17:53,614.9220228,7,1,-1.1114887,3.706225395,2.058875212,0.650617815,7.91231655,2.539236333,0,54.9996544,1.408257397,0
2752,13796.10903,11-12-2015 21:17:54,615.9249698,7,1,-1.111127496,3.706225395,2.058875212,0.650927437,7.91231655,2.540383855,0,54.98757123,1.407947774,0
2753,13797.11192,11-12-2015 21:17:55,616.927862,7,1,-1.111127496,3.706225395,2.058875212,0.651237035,7.91231655,2.541531268,0,54.97548902,1.407638176,0
2754,13798.1149,11-12-2015 21:17:56,617.9308402,7,1,-1.1114887,3.706063509,2.058875212,0.651546671,7.91231655,2.542678804,-3.24E-05,54.96340532,1.407328541,0
2755,13799.11775,11-12-2015 21:17:57,618.9336945,7,1,-1.1114887,3.705901623,2.058875212,0.651856272,7.91231655,2.543826189,-6.48E-05,54.95132297,1.407018939,0
2756,13800.1207,11-12-2015 21:17:58,619.9366448,7,1,-1.111308098,3.705901623,2.058875212,0.652165893,7.91231655,2.544973627,0,54.93923987,1.406709319,0
2757,13801.12359,11-12-2015 21:17:59,620.9395303,7,1,0.221768945,3.804651976,2.058929949,0.652198811,7.912524721,2.545095693,0.01975007,54.94009137,1.406731138,0
2758,13802.12655,11-12-2015 21:18:00,621.9424903,7,1,0.221768945,3.806756496,2.058991723,0.652198811,7.912759813,2.545095693,0.020170975,54.94250214,1.406792912,0
2759,13803.12943,11-12-2015 21:18:01,622.9453722,7,1,0.221768945,3.808537245,2.05905349,0.652198811,7.912995,2.545095693,0.020527124,54.94491264,1.406854679,0
2760,13804.13237,11-12-2015 21:18:02,623.9483103,7,1,0.221768945,3.809994221,2.05911527,0.652198811,7.913230335,2.545095693,0.001230335,54.94732362,1.406916459,0
2761,13805.13526,11-12-2015 21:18:03,624.951206,7,1,0.221588343,3.81128931,2.059177046,0.652198811,7.913465747,2.545095693,0.001003694,54.94973446,1.406978235,0
2762,13806.13821,11-12-2015 21:18:04,625.9541573,7,1,0.221949562,3.812746286,2.059238822,0.652198811,7.913701243,2.545095693,0.00093894,54.95214533,1.407040012,0
2763,13807.14111,11-12-2015 21:18:05,626.957054,7,1,0.221768945,3.814041376,2.059300595,0.652198811,7.913936803,2.545095693,0.000906563,54.95455603,1.407101784,0
2764,13808.1441,11-12-2015 21:18:06,627.9600474,7,1,0.221768945,3.815012693,2.059362371,0.652198811,7.91417245,2.545095693,0.000744677,54.95696689,1.407163561,0
2765,13809.14698,11-12-2015 21:18:07,628.9629209,7,1,0.221949562,3.816145897,2.059424142,0.652198811,7.914408141,2.545095693,0.000744677,54.95937753,1.407225332,0
2766,13810.14999,11-12-2015 21:18:08,629.9659334,7,1,0.221588343,3.817117214,2.059485924,0.652198811,7.914643939,2.545095693,0.000679922,54.9617886,1.407287113,0
2767,13811.15285,11-12-2015 21:18:09,630.9687964,7,1,-0.667009294,3.752039194,2.059489826,0.652371223,7.914658834,2.545742718,-0.012562322,54.95521242,1.407118604,0
2768,13812.15577,11-12-2015 21:18:10,631.9717181,7,1,-0.66664809,3.751391649,2.059489826,0.652556964,7.914658834,2.54643956,-0.012886095,54.94796376,1.406932862,0
2769,13813.16352,11-12-2015 21:18:11,632.9794657,7,1,-0.66664809,3.751067877,2.059489826,0.652743589,7.914658834,2.547139631,-0.01317749,54.94068062,1.406746237,0
2770,13814.16646,11-12-2015 21:18:12,633.9824058,7,1,-0.66664809,3.750744104,2.059489826,0.652929329,7.914658834,2.547836323,-0.000291395,54.93343203,1.406560497,0
2771,13815.16943,11-12-2015 21:18:13,634.9853733,7,1,-0.66664809,3.750582218,2.059489826,0.653115069,7.914658834,2.548532976,-0.000161886,54.92618344,1.406374757,0
2772,13816.17226,11-12-2015 21:18:14,635.9882066,7,1,-0.666467488,3.750582218,2.059489826,0.653300785,7.914658834,2.549229506,-9.71E-05,54.91893576,1.406189041,0
2773,13817.17524,11-12-2015 21:18:15,636.9911808,7,1,-0.66664809,3.750258446,2.059489826,0.653486523,7.914658834,2.549926093,-9.71E-05,54.91168723,1.406003303,0
2774,13818.1781,11-12-2015 21:18:16,637.9940421,7,1,-0.666828692,3.75009656,2.059489826,0.65367224,7.914658834,2.550622567,-9.71E-05,54.90443955,1.405817586,0
2775,13819.18101,11-12-2015 21:18:17,638.9969551,7,1,-0.66664809,3.749934673,2.059489826,0.653857976,7.914658834,2.551319089,-0.000129509,54.89719109,1.40563185,0
2776,13820.18394,11-12-2015 21:18:18,639.9998889,7,1,-0.66664809,3.75009656,2.059489826,0.65404372,7.914658834,2.552015619,-3.24E-05,54.88994235,1.405446106,0
2777,13821.18689,11-12-2015 21:18:19,641.0028385,7,1,-0.277796298,3.778912067,2.059489826,0.654125888,7.914658834,2.552325857,0.005763101,54.88673571,1.405363938,0
2778,13822.18976,11-12-2015 21:18:20,642.0057082,7,1,-0.277435094,3.779559612,2.059489826,0.654203247,7.914658834,2.552618213,0.005924988,54.88371673,1.405286579,0
2779,13823.19272,11-12-2015 21:18:21,643.0086632,7,1,-0.277796298,3.779883385,2.059489826,0.654280609,7.914658834,2.552910619,0.005989742,54.88069764,1.405209218,0
2780,13824.1956,11-12-2015 21:18:22,644.0115472,7,1,-0.277615696,3.780207157,2.059489826,0.65435797,7.914658834,2.553203057,0.000291395,54.87767856,1.405131856,0
2781,13825.19855,11-12-2015 21:18:23,645.0144925,7,1,-0.27797693,3.780692816,2.059489826,0.654435338,7.914658834,2.553495549,0.000291395,54.87465926,1.405054488,0
2782,13826.20147,11-12-2015 21:18:24,646.0174099,7,1,-0.277796298,3.781016588,2.059489826,0.654512706,7.914658834,2.553788069,0.000226641,54.87163992,1.40497712,0
2783,13827.2044,11-12-2015 21:18:25,647.0203405,7,1,-0.277796298,3.781340361,2.059489826,0.654590072,7.914658834,2.554080603,0.000194263,54.86862069,1.404899755,0
2784,13828.20728,11-12-2015 21:18:26,648.0232278,7,1,-0.277796298,3.781502247,2.059489826,0.654667432,7.914658834,2.554373139,0.000161886,54.86560168,1.404822395,0
2785,13829.21023,11-12-2015 21:18:27,649.026177,7,1,-0.277796298,3.781987906,2.059489826,0.654744802,7.914658834,2.554665739,0.000194263,54.86258227,1.404745024,0
2786,13830.21313,11-12-2015 21:18:28,650.0290702,7,1,-0.277615696,3.782149792,2.059489826,0.654822162,7.914658834,2.554958324,0.000194263,54.85956323,1.404667664,0
2787,13831.21607,11-12-2015 21:18:29,651.0320137,7,1,0.444098979,3.836057663,2.059612225,0.654822162,7.915128239,2.554958324,0.010878706,54.8643399,1.404790062,0
2788,13832.21897,11-12-2015 21:18:30,652.0349152,7,1,0.444098979,3.837514639,2.059735918,0.654822162,7.915602834,2.554958324,0.011105346,54.8691671,1.404913756,0
2789,13833.22197,11-12-2015 21:18:31,653.037915,7,1,0.443918347,3.838809729,2.059859614,0.654822162,7.9160776,2.554958324,0.011331988,54.87399438,1.405037451,0
2790,13834.22479,11-12-2015 21:18:32,654.0407367,7,1,0.444098979,3.839781046,2.059983301,0.654822162,7.916552477,2.554958324,0.000809431,54.87882135,1.405161139,0
2791,13835.22776,11-12-2015 21:18:33,655.0437031,7,1,0.443918347,3.840914249,2.060107008,0.654822162,7.91702756,2.554958324,0.000712299,54.88364907,1.405284846,0
2792,13836.23065,11-12-2015 21:18:34,656.0465974,7,1,0.444098979,3.841885567,2.060230688,0.654822162,7.917502659,2.554958324,0.000679922,54.88847574,1.405408526,0
2793,13837.23355,11-12-2015 21:18:35,657.0494896,7,1,0.443737745,3.842694998,2.060354384,0.654822162,7.917977935,2.554958324,0.000615168,54.89330304,1.405532222,0
2794,13838.23652,11-12-2015 21:18:36,658.0524644,7,1,0.444098979,3.843666315,2.060478093,0.654822162,7.918453366,2.554958324,0.000615168,54.89813084,1.40565593,0
2795,13839.23944,11-12-2015 21:18:37,659.0553799,7,1,0.443918347,3.84431386,2.060601795,0.654822162,7.918928877,2.554958324,0.000550413,54.90295838,1.405779633,0
2796,13840.24232,11-12-2015 21:18:38,660.0582607,7,1,-0.222168654,3.797690868,2.06072431,0.654822162,7.919399911,2.554958324,-0.008936072,54.9077396,1.405902148,0
2797,13841.24527,11-12-2015 21:18:39,661.0612166,7,1,-0.222168654,3.796233892,2.06072431,0.654884067,7.919399911,2.555193356,-0.009454107,54.90532375,1.405840243,0
2798,13842.24818,11-12-2015 21:18:40,662.0641274,7,1,-0.222529873,3.795748234,2.06072431,0.654945976,7.919399911,2.55542837,-0.009713125,54.90290772,1.405778334,0
2799,13843.25596,11-12-2015 21:18:41,663.0719066,7,1,-0.222168654,3.795748234,2.06072431,0.655008185,7.919399911,2.555664506,-0.009875012,54.90047997,1.405716125,0
2800,13844.25888,11-12-2015 21:18:42,664.0748203,7,1,-0.222168654,3.795586348,2.06072431,0.655070097,7.919399911,2.555899502,-0.000161886,54.89806383,1.405654213,0
2801,13845.26178,11-12-2015 21:18:43,665.0777266,7,1,-0.222168654,3.795586348,2.06072431,0.655132006,7.919399911,2.556134485,-9.71E-05,54.89564781,1.405592304,0
2802,13846.2647,11-12-2015 21:18:44,666.0806409,7,1,-0.222529873,3.795424461,2.06072431,0.65519391,7.919399911,2.556369448,-9.71E-05,54.89323196,1.4055304,0
2803,13847.26769,11-12-2015 21:18:45,667.0836342,7,1,-0.222168654,3.795586348,2.06072431,0.655255814,7.919399911,2.556604409,0,54.89081613,1.405468496,0
2804,13848.27054,11-12-2015 21:18:46,668.0864844,7,1,-0.221988037,3.795748234,2.06072431,0.655317724,7.919399911,2.556839393,0,54.88840006,1.405406586,0
2805,13849.2735,11-12-2015 21:18:47,669.089447,7,1,-0.222168654,3.795586348,2.06072431,0.655379626,7.919399911,2.55707435,3.24E-05,54.88598428,1.405344684,0
2806,13850.27638,11-12-2015 21:18:48,670.0923221,7,1,-0.222349256,3.795586348,2.06072431,0.655441526,7.919399911,2.557309299,0,54.8835686,1.405282784,0
2807,13851.27929,11-12-2015 21:18:49,671.0952384,7,1,-0.222349256,3.795586348,2.06072431,0.655503434,7.919399911,2.557544275,0,54.88115262,1.405220876,0
2808,13852.28227,11-12-2015 21:18:50,672.0982166,7,1,-0.222349256,3.795748234,2.06072431,0.655565339,7.919399911,2.557779245,3.24E-05,54.87873675,1.405158971,0
2809,13853.28516,11-12-2015 21:18:51,673.1011063,7,1,-0.222168654,3.795748234,2.06072431,0.655627241,7.919399911,2.558014207,3.24E-05,54.87632098,1.405097069,0
2810,13854.28811,11-12-2015 21:18:52,674.1040522,7,1,-0.222168654,3.795748234,2.06072431,0.655689154,7.919399911,2.55824921,0,54.87390481,1.405035156,0
2811,13855.291,11-12-2015 21:18:53,675.1069484,7,1,-0.222349256,3.79591012,2.06072431,0.655751063,7.919399911,2.558484206,3.24E-05,54.87148875,1.404973246,0
2812,13856.29393,11-12-2015 21:18:54,676.109872,7,1,-0.222168654,3.79591012,2.06072431,0.655812954,7.919399911,2.558719131,6.48E-05,54.86907344,1.404911356,0
2813,13857.29681,11-12-2015 21:18:55,677.112755,7,1,-0.221988037,3.795748234,2.06072431,0.655874853,7.919399911,2.558954091,-3.24E-05,54.86665779,1.404849457,0
2814,13858.29974,11-12-2015 21:18:56,678.1156794,7,1,-0.222349256,3.79591012,2.06072431,0.655936753,7.919399911,2.559189055,3.24E-05,54.86424212,1.404787557,0
2815,13859.30265,11-12-2015 21:18:57,679.1185972,7,1,-0.222168654,3.79591012,2.06072431,0.655998663,7.919399911,2.55942406,3.24E-05,54.86182603,1.404725646,0
2816,13860.30556,11-12-2015 21:18:58,680.1215086,7,1,-0.222349256,3.79591012,2.06072431,0.656060562,7.919399911,2.559659025,0,54.85941041,1.404663748,0
2817,13861.30855,11-12-2015 21:18:59,681.124491,7,1,-0.222168654,3.796072006,2.06072431,0.656122481,7.919399911,2.559894068,0,54.85699399,1.404601829,0
2818,13862.3114,11-12-2015 21:19:00,682.1273464,7,1,-0.222168654,3.796233892,2.06072431,0.656184386,7.919399911,2.560129061,6.48E-05,54.85457812,1.404539924,0
2819,13863.31432,11-12-2015 21:19:01,683.1302658,7,1,-0.221988037,3.796233892,2.06072431,0.656246291,7.919399911,2.560364059,6.48E-05,54.85216222,1.404478018,0
2820,13864.31724,11-12-2015 21:19:02,684.1331843,7,1,-0.221988037,3.796072006,2.06072431,0.65630819,7.919399911,2.560599035,0,54.84974659,1.40441612,0
2821,13865.32022,11-12-2015 21:19:03,685.1361628,7,1,-0.222168654,3.796233892,2.06072431,0.656370104,7.919399911,2.560834071,6.48E-05,54.84733036,1.404354206,0
2822,13866.32312,11-12-2015 21:19:04,686.1390682,7,1,-0.222349256,3.796072006,2.06072431,0.656432009,7.919399911,2.561069073,-3.24E-05,54.8449145,1.404292301,0
2823,13867.32601,11-12-2015 21:19:05,687.1419512,7,1,-0.222168654,3.796395779,2.06072431,0.656493919,7.919399911,2.561304099,3.24E-05,54.84249842,1.404230391,0
2824,13868.32897,11-12-2015 21:19:06,688.1449145,7,1,-0.222168654,3.796395779,2.06072431,0.65655582,7.919399911,2.561539092,3.24E-05,54.84008271,1.40416849,0
2825,13869.33183,11-12-2015 21:19:07,689.1477754,7,1,-0.221988037,3.796233892,2.06072431,0.656617737,7.919399911,2.561774144,-3.24E-05,54.83766639,1.404106573,0
2826,13870.33477,11-12-2015 21:19:08,690.1507171,7,1,-0.222168654,3.796233892,2.06072431,0.656679641,7.919399911,2.562009154,0,54.83525054,1.404044669,0
2827,13871.33773,11-12-2015 21:19:09,691.1536709,7,1,-0.222168654,3.796395779,2.06072431,0.65674154,7.919399911,2.562244146,0,54.8328349,1.40398277,0
2828,13872.34062,11-12-2015 21:19:10,692.1565649,7,1,-0.222349256,3.796395779,2.06072431,0.656803437,7.919399911,2.562479135,0,54.83041932,1.403920873,0
2829,13873.34841,11-12-2015 21:19:11,693.1643587,7,1,-0.222349256,3.796395779,2.06072431,0.656865639,7.919399911,2.562715278,0,54.82799187,1.403858671,0
2830,13874.35134,11-12-2015 21:19:12,694.1672805,7,1,-0.222168654,3.796395779,2.06072431,0.656927547,7.919399911,2.562950306,0,54.82557587,1.403796763,0
2831,13875.35426,11-12-2015 21:19:13,695.1701996,7,1,-0.222168654,3.796557665,2.06072431,0.656989442,7.919399911,2.56318529,3.24E-05,54.82316039,1.403734868,0
2832,13876.35718,11-12-2015 21:19:14,696.1731256,7,1,-0.222168654,3.796557665,2.06072431,0.657051351,7.919399911,2.563420326,3.24E-05,54.82074437,1.403672959,0
2833,13877.36011,11-12-2015 21:19:15,697.1760552,7,1,-0.222349256,3.796557665,2.06072431,0.657113242,7.919399911,2.563655299,3.24E-05,54.81832905,1.403611068,0
2834,13878.36302,11-12-2015 21:19:16,698.1789597,7,1,-0.222168654,3.796557665,2.06072431,0.657175151,7.919399911,2.563890342,0,54.81591302,1.403549159,0
2835,13879.36591,11-12-2015 21:19:17,699.1818586,7,1,-0.222168654,3.796557665,2.06072431,0.657237047,7.919399911,2.56412534,3.24E-05,54.81349746,1.403487263,0
2836,13880.36883,11-12-2015 21:19:18,700.1847697,7,1,-0.222168654,3.796719551,2.06072431,0.657298951,7.919399911,2.564360367,3.24E-05,54.81108163,1.403425359,0
2837,13881.3718,11-12-2015 21:19:19,701.1877488,7,1,-0.222168654,3.796719551,2.06072431,0.657360866,7.919399911,2.564595437,0,54.80866538,1.403363444,0
2838,13882.37471,11-12-2015 21:19:20,702.1906527,7,1,-0.222168654,3.796881437,2.06072431,0.657422768,7.919399911,2.56483046,3.24E-05,54.80624963,1.403301542,0
2839,13883.37762,11-12-2015 21:19:21,703.1935663,7,1,-0.222168654,3.796881437,2.06072431,0.657484677,7.919399911,2.565065513,6.48E-05,54.80383359,1.403239633,0
2840,13884.38053,11-12-2015 21:19:22,704.1964746,7,1,-0.222168654,3.796719551,2.06072431,0.657546572,7.919399911,2.565300517,0,54.80141809,1.403177738,0
2841,13885.3835,11-12-2015 21:19:23,705.1994451,7,1,-0.834072888,3.752686739,2.06072431,0.657635476,7.919399911,2.565636478,-0.008806562,54.79794856,1.403088834,0
2842,13886.38633,11-12-2015 21:19:24,706.2022781,7,1,-0.834072888,3.750905991,2.06072431,0.657867831,7.919399911,2.566508192,-0.009162712,54.78888082,1.402856479,0
2843,13887.38925,11-12-2015 21:19:25,707.205197,7,1,-0.834072888,3.749772787,2.06072431,0.658100207,7.919399911,2.567379679,-0.00942173,54.77981221,1.402624103,0
2844,13888.39218,11-12-2015 21:19:26,708.2081222,7,1,-0.834072888,3.748963356,2.06072431,0.65833258,7.919399911,2.568250943,-0.009551239,54.77074374,1.40239173,0
2845,13889.39511,11-12-2015 21:19:27,709.2110547,7,1,-0.83425349,3.747992039,2.06072431,0.658564958,7.919399911,2.569122027,-0.000647545,54.76167506,1.402159352,0
2846,13890.39813,11-12-2015 21:19:28,710.2140701,7,1,-0.834072888,3.74750638,2.06072431,0.658797375,7.919399911,2.569993065,-0.000485659,54.75260489,1.401926935,0
2847,13891.40093,11-12-2015 21:19:29,711.2168711,7,1,-0.834072888,3.746696949,2.06072431,0.65902972,7.919399911,2.570863685,-0.000518036,54.74353749,1.40169459,0
2848,13892.40385,11-12-2015 21:19:30,712.2197914,7,1,-0.834072888,3.746049404,2.06072431,0.659262094,7.919399911,2.571734253,-0.000453281,54.73446896,1.401462216,0
2849,13893.40681,11-12-2015 21:19:31,713.2227506,7,1,-0.83425349,3.745563745,2.06072431,0.65949447,7.919399911,2.572604694,-0.000453281,54.72540037,1.40122984,0
2850,13894.40969,11-12-2015 21:19:32,714.2256369,7,1,-0.834072888,3.745078087,2.06072431,0.659726835,7.919399911,2.573474952,-0.000388527,54.71633223,1.400997475,0
