Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),SoC(%),AC_Impedance(Ohm),ACI_Phase_Angle(Deg),,,C-dC,,SoC
523,5286.959336,11-11-2015 15:50:39,5226.942945,2,1,0.999833703,3.99195385,1.451640811,0,5.446621175,0,0.000161886,0,1.511640811,0,,,1.451640811,,72.95594927
524,5296.974809,11-11-2015 15:50:49,5236.958418,2,1,0.999833703,3.99324894,1.454422335,0,5.4577269,0,9.71E-05,0,1.514422335,0,,,1.454422335,,73.09093506
525,5306.99034,11-11-2015 15:50:59,5246.973949,2,1,0.999653101,3.994867563,1.457203851,0,5.468836545,0,0.000129509,0,1.517203851,0,,,1.457203851,,73.22592046
526,5317.005846,11-11-2015 15:51:09,5256.989455,2,1,0.999653101,3.996162653,1.459985386,0,5.479950306,0,0.000129509,0,1.519985386,0,,,1.459985386,,73.36090677
527,5327.021393,11-11-2015 15:51:19,5267.005002,2,1,0.999833703,3.997781515,1.462766927,0,5.491068154,0,0.000129509,0,1.522766927,0,,,1.462766927,,73.49589339
528,5337.036889,11-11-2015 15:51:29,5277.020498,2,1,0.999653101,3.999076605,1.465548473,0,5.502189944,0,9.71E-05,0,1.525548473,0,,,1.465548473,,73.63088024
529,5347.052457,11-11-2015 15:51:39,5287.036065,2,1,0.999833703,4.000695705,1.468330007,0,5.513315735,0,0.000129509,0,1.528330007,0,,,1.468330007,,73.76586651
530,5357.067997,11-11-2015 15:51:49,5297.051606,2,1,0.999833703,4.001990795,1.471111541,0,5.524445567,0,0.000129509,0,1.531111541,0,,,1.471111541,,73.90085278
531,5367.082956,11-11-2015 15:51:59,5307.066565,2,1,0.999833703,4.003447533,1.473888723,0,5.535562071,0,9.71E-05,0,1.533888723,0,,,1.473888723,,74.03562785
532,5377.083332,11-11-2015 15:52:09,5317.066941,2,1,0.999833703,4.004904747,1.47667022,0,5.546699832,0,0.000129509,0,1.53667022,0,,,1.47667022,,74.17061232
533,5387.098828,11-11-2015 15:52:19,5327.082437,2,1,0.999833703,4.006523609,1.479451747,0,5.557842143,0,0.000129509,0,1.539451747,0,,,1.479451747,,74.30559825
534,5397.114376,11-11-2015 15:52:29,5337.097985,2,1,0.999833703,4.008142471,1.482233333,0,5.568988776,0,0.000129509,0,1.542233333,0,,,1.482233333,,74.44058705
535,5407.129865,11-11-2015 15:52:39,5347.113473,2,1,0.999833703,4.009599209,1.485014893,0,5.580139338,0,0.000129509,0,1.545014893,0,,,1.485014893,,74.57557458
536,5417.14545,11-11-2015 15:52:49,5357.129059,2,1,1.000014305,4.011056423,1.487796459,0,5.591293974,0,0.000129509,0,1.547796459,0,,,1.487796459,,74.7105624
537,5427.160898,11-11-2015 15:52:59,5367.144507,2,1,0.999833703,4.012351513,1.490578,0,5.602452564,0,9.72E-05,0,1.550578,0,,,1.490578,,74.84554901
538,5437.176447,11-11-2015 15:53:09,5377.160056,2,1,1.000014305,4.01380825,1.493359578,0,5.613615395,0,0.000129509,0,1.553359578,0,,,1.493359578,,74.98053742
539,5447.191924,11-11-2015 15:53:19,5387.175533,2,1,0.999653101,4.015427113,1.496141134,0,5.624782178,0,0.000161839,0,1.556141134,0,,,1.496141134,,75.11552476
540,5457.207457,11-11-2015 15:53:29,5397.191066,2,1,0.999653101,4.016560555,1.498922718,0,5.635953165,0,6.48E-05,0,1.558922718,0,,,1.498922718,,75.25051345
541,5467.223,11-11-2015 15:53:39,5407.206609,2,1,0.999833703,4.018341064,1.501704293,0,5.647128245,0,0.000161839,0,1.561704293,0,,,1.501704293,,75.38550171
542,5477.238493,11-11-2015 15:53:49,5417.222102,2,1,0.999833703,4.019636154,1.504485873,0,5.658307381,0,9.71E-05,0,1.564485873,0,,,1.504485873,,75.52049022
543,5487.254023,11-11-2015 15:53:59,5427.237632,2,1,0.999833703,4.021255016,1.507267442,0,5.669490613,0,0.000129509,0,1.567267442,0,,,1.507267442,,75.65547819
544,5497.269545,11-11-2015 15:54:09,5437.253154,2,1,0.999833703,4.022712231,1.51004904,0,5.680678104,0,0.000161934,0,1.57004904,0,,,1.51004904,,75.79046756
545,5507.285023,11-11-2015 15:54:19,5447.268631,2,1,0.999833703,4.024168968,1.512830609,0,5.691869616,0,0.000129509,0,1.572830609,0,,,1.512830609,,75.92545553
546,5517.299826,11-11-2015 15:54:29,5457.283435,2,1,1.000014305,4.025626183,1.515568779,0,5.70289041,0,9.72E-05,0,1.575568779,0,,,1.515568779,,76.05833737
547,5527.300469,11-11-2015 15:54:39,5467.284078,2,1,0.999833703,4.02708292,1.518389368,0,5.714247143,0,0.000129509,0,1.578389368,0,,,1.518389368,,76.19521896
548,5537.315231,11-11-2015 15:54:49,5477.29884,2,1,0.999833703,4.028540134,1.521097055,0,5.725153293,0,0.000161934,0,1.581097055,0,,,1.521097055,,76.32662148
549,5547.315844,11-11-2015 15:54:59,5487.299453,2,1,0.999833703,4.029996872,1.523948112,0,5.736641121,0,9.71E-05,0,1.583948112,0,,,1.523948112,,76.46498166
550,5557.331348,11-11-2015 15:55:09,5497.314957,2,1,0.999653101,4.031615734,1.526729869,0,5.747853944,0,0.000161839,0,1.586729869,0,,,1.526729869,,76.59997875
551,5567.346862,11-11-2015 15:55:19,5507.330471,2,1,0.999833703,4.033072948,1.529511721,0,5.759071247,0,0.000161934,0,1.589511721,0,,,1.529511721,,76.73498045
552,5577.362412,11-11-2015 15:55:29,5517.346021,2,1,0.999833703,4.034529686,1.532293641,0,5.770293029,0,0.000129509,0,1.592293641,0,,,1.532293641,,76.86998546
553,5587.377902,11-11-2015 15:55:39,5527.361511,2,1,1.000014305,4.035986423,1.53507548,0,5.781518625,0,0.000129509,0,1.59507548,0,,,1.53507548,,77.00498653
554,5597.393419,11-11-2015 15:55:49,5537.377027,2,1,0.999833703,4.037443638,1.537857319,0,5.79274839,0,0.000129509,0,1.597857319,0,,,1.537857319,,77.1399876
555,5607.408966,11-11-2015 15:55:59,5547.392575,2,1,0.999833703,4.0390625,1.540639216,0,5.803982572,0,0.000161934,0,1.600639216,0,,,1.540639216,,77.27499149
556,5617.424254,11-11-2015 15:56:09,5557.407863,2,1,0.999833703,4.040519238,1.543421053,0,5.815220616,0,0.000129509,0,1.603421053,0,,,1.543421053,,77.40999246
557,5627.43995,11-11-2015 15:56:19,5567.423559,2,1,1.000014305,4.0421381,1.546202963,0,5.826463177,0,0.000161839,0,1.606202963,0,,,1.546202963,,77.54499698
558,5637.454997,11-11-2015 15:56:29,5577.438606,2,1,1.000014305,4.043595314,1.548980515,0,5.837692292,0,0.000129509,0,1.608980515,0,,,1.548980515,,77.67979
559,5647.471032,11-11-2015 15:56:39,5587.454641,2,1,0.999833703,4.045052052,1.551766762,0,5.848960774,0,0.000129509,0,1.611766762,0,,,1.551766762,,77.81500499
560,5657.486511,11-11-2015 15:56:49,5597.47012,2,1,1.000014305,4.046670914,1.5545486,0,5.860215569,0,0.000161839,0,1.6145486,0,,,1.5545486,,77.95000602
561,5667.502062,11-11-2015 15:56:59,5607.48567,2,1,0.999833703,4.047966003,1.55733052,0,5.871474942,0,9.71E-05,0,1.61733052,0,,,1.55733052,,78.08501102
562,5677.517558,11-11-2015 15:57:09,5617.501167,2,1,0.999833703,4.04974699,1.560112427,0,5.882738489,0,0.000161934,0,1.620112427,0,,,1.560112427,,78.22001539
563,5687.533046,11-11-2015 15:57:19,5627.516655,2,1,1.000014305,4.051203728,1.562894321,0,5.894006156,0,0.000161839,0,1.622894321,0,,,1.562894321,,78.35501913
564,5697.548163,11-11-2015 15:57:30,5637.531771,2,1,0.999833703,4.052660942,1.5656719,0,5.905260579,0,0.000129509,0,1.6256719,0,,,1.5656719,,78.48981347
565,5707.548481,11-11-2015 15:57:40,5647.53209,2,1,0.999833703,4.05411768,1.56844945,0,5.916519089,0,9.71E-05,0,1.62844945,0,,,1.56844945,,78.6246064
566,5717.564089,11-11-2015 15:57:50,5657.547698,2,1,1.000014305,4.055574894,1.571235739,0,5.927817297,0,9.72E-05,0,1.631235739,0,,,1.571235739,,78.75982343
567,5727.579628,11-11-2015 15:58:00,5667.563237,2,1,1.000194907,4.057193756,1.574017579,0,5.93910163,0,0.000129509,0,1.634017579,0,,,1.574017579,,78.89482455
568,5737.594938,11-11-2015 15:58:10,5677.578547,2,1,1.000014305,4.058650494,1.576799424,0,5.950390223,0,0.000161839,0,1.636799424,0,,,1.576799424,,79.02982591
569,5747.610539,11-11-2015 15:58:20,5687.594148,2,1,0.999833703,4.060269356,1.579581342,0,5.961683388,0,0.000129509,0,1.639581342,0,,,1.579581342,,79.16483081
570,5757.625556,11-11-2015 15:58:30,5697.609165,2,1,0.999833703,4.06172657,1.582358941,0,5.972962975,0,0.000194263,0,1.642358941,0,,,1.582358941,,79.29962612
571,5767.625859,11-11-2015 15:58:40,5707.609468,2,1,0.999833703,4.06302166,1.5851408,0,5.98426421,0,0.000129509,0,1.6451408,0,,,1.5851408,,79.43462816
572,5777.625935,11-11-2015 15:58:50,5717.609544,2,1,0.999833703,4.064964294,1.587918377,0,5.995552253,0,0.000194263,0,1.647918377,0,,,1.587918377,,79.5694224
573,5787.641364,11-11-2015 15:59:00,5727.624973,2,1,0.999833703,4.066259384,1.590700191,0,6.00686181,0,0.000129509,0,1.650700191,0,,,1.590700191,,79.70442226
574,5797.65687,11-11-2015 15:59:10,5737.640479,2,1,1.000014305,4.068039894,1.593482046,0,6.018175813,0,0.000194263,0,1.653482046,0,,,1.593482046,,79.83942411
575,5807.672384,11-11-2015 15:59:20,5747.655993,2,1,0.999833703,4.069334984,1.596263944,0,6.029494306,0,0.000129509,0,1.656263944,0,,,1.596263944,,79.97442805
576,5817.687813,11-11-2015 15:59:30,5757.671422,2,1,0.999833703,4.070953846,1.59904575,0,6.040816755,0,0.000129509,0,1.65904575,0,,,1.59904575,,80.10942752
577,5827.687827,11-11-2015 15:59:40,5767.671435,2,1,1.000014305,4.072572708,1.601823299,0,6.052126132,0,0.000129509,0,1.661823299,0,,,1.601823299,,80.2442204
578,5837.702662,11-11-2015 15:59:50,5777.68627,2,1,0.999833703,4.074029922,1.604604983,0,6.063456657,0,0.000161934,0,1.664604983,0,,,1.604604983,,80.37921395
579,5847.703245,11-11-2015 16:00:00,5787.686854,2,1,1.000014305,4.075648785,1.607382701,0,6.074775354,0,0.000194263,0,1.667382701,0,,,1.607382701,,80.51401503
580,5857.71871,11-11-2015 16:00:10,5797.702319,2,1,1.000014305,4.077105522,1.61016452,0,6.086115035,0,0.000157887,0,1.67016452,0,,,1.61016452,,80.64901513
581,5867.733437,11-11-2015 16:00:20,5807.717046,2,1,0.999653101,4.078562737,1.612941862,0,6.097440822,0,9.72E-05,0,1.672941862,0,,,1.612941862,,80.78379796
582,5877.73412,11-11-2015 16:00:30,5817.717729,2,1,1.000194907,4.080181599,1.615723881,0,6.108790007,0,9.72E-05,0,1.675723881,0,,,1.615723881,,80.91880777
583,5887.749702,11-11-2015 16:00:40,5827.73331,2,1,0.999833703,4.081800461,1.61850578,0,6.120142995,0,9.72E-05,0,1.67850578,0,,,1.61850578,,81.05381176
584,5897.764498,11-11-2015 16:00:50,5837.748107,2,1,1.000014305,4.083419323,1.621287434,0,6.131499362,0,0.000161934,0,1.681287434,0,,,1.621287434,,81.18880385
585,5907.765027,11-11-2015 16:01:00,5847.748636,2,1,1.000014305,4.085038185,1.624065134,0,6.142843905,0,0.000161934,0,1.684065134,0,,,1.624065134,,81.32360406
586,5917.779828,11-11-2015 16:01:10,5857.763437,2,1,0.999833703,4.086494923,1.6267255,0,6.15371334,0,0.000161839,0,1.6867255,0,,,1.6267255,,81.45271011
587,5927.779841,11-11-2015 16:01:20,5867.76345,2,1,0.999833703,4.088113785,1.629624283,0,6.165561416,0,0.000161839,0,1.689624283,0,,,1.629624283,,81.59338641
588,5937.780318,11-11-2015 16:01:30,5877.763927,2,1,0.999833703,4.089732647,1.63240192,0,6.176918808,0,0.000161839,0,1.69240192,0,,,1.63240192,,81.72818356
589,5947.795817,11-11-2015 16:01:40,5887.779426,2,1,0.999833703,4.091189861,1.635183774,0,6.188297907,0,0.000129509,0,1.695183774,0,,,1.635183774,,81.86318536
590,5957.811462,11-11-2015 16:01:50,5897.795071,2,1,1.000014305,4.092808723,1.637965653,0,6.199681454,0,0.000161934,0,1.697965653,0,,,1.637965653,,81.99818838
591,5967.826885,11-11-2015 16:02:00,5907.810494,2,1,1.000014305,4.094427586,1.640747504,0,6.211069354,0,0.000161934,0,1.700747504,0,,,1.640747504,,82.13319003
592,5977.842382,11-11-2015 16:02:10,5917.82599,2,1,1.000014305,4.096046448,1.643529382,0,6.222461786,0,0.000161934,0,1.703529382,0,,,1.643529382,,82.26819299
593,5987.842452,11-11-2015 16:02:20,5927.826061,2,1,1.000014305,4.09766531,1.646306947,0,6.233841003,0,0.000161934,0,1.706306947,0,,,1.646306947,,82.40298665
594,5997.857802,11-11-2015 16:02:30,5937.841411,2,1,1.000014305,4.099284172,1.649088746,0,6.245241997,0,0.000194263,0,1.709088746,0,,,1.649088746,,82.53798578
595,6007.87288,11-11-2015 16:02:40,5947.856488,2,1,0.999833703,4.100903034,1.651870514,0,6.256647276,0,0.000161934,0,1.711870514,0,,,1.651870514,,82.67298341
596,6017.87316,11-11-2015 16:02:50,5957.856769,2,1,1.000014305,4.102198124,1.654648144,0,6.268039995,0,0.000161934,0,1.714648144,0,,,1.654648144,,82.80778022
597,6027.888595,11-11-2015 16:03:00,5967.872204,2,1,0.999833703,4.103978634,1.65742999,0,6.279454477,0,0.000129509,0,1.71742999,0,,,1.65742999,,82.94278163
598,6037.904236,11-11-2015 16:03:10,5977.887845,2,1,1.000194907,4.105759621,1.660211908,0,6.290873715,0,0.000194263,0,1.720211908,0,,,1.660211908,,83.07778654
599,6047.919201,11-11-2015 16:03:20,5987.90281,2,1,1.000014305,4.107216358,1.662989434,0,6.302279428,0,0.000161839,0,1.722989434,0,,,1.662989434,,83.2125783
600,6057.935281,11-11-2015 16:03:30,5997.91889,2,1,0.999833703,4.10883522,1.665775567,0,6.313724895,0,0.000161839,0,1.725775567,0,,,1.665775567,,83.34778776
601,6067.950442,11-11-2015 16:03:40,6007.934051,2,1,1.000014305,4.110454082,1.668553096,0,6.325139568,0,0.000129509,0,1.728553096,0,,,1.668553096,,83.48257967
602,6077.966289,11-11-2015 16:03:50,6017.949898,2,1,0.999833703,4.112072945,1.671339302,0,6.336594447,0,0.000161839,0,1.731339302,0,,,1.671339302,,83.61779267
603,6087.981801,11-11-2015 16:04:00,6027.96541,2,1,0.999833703,4.113530159,1.674121175,0,6.348035956,0,9.72E-05,0,1.734121175,0,,,1.674121175,,83.75279539
604,6097.997274,11-11-2015 16:04:10,6037.980883,2,1,0.999833703,4.115310669,1.676903014,0,6.359481859,0,0.000161839,0,1.736903014,0,,,1.676903014,,83.88779646
605,6108.012826,11-11-2015 16:04:20,6047.996435,2,1,0.999833703,4.117091179,1.679684897,0,6.370932571,0,0.000194263,0,1.739684897,0,,,1.679684897,,84.02279967
606,6118.028315,11-11-2015 16:04:30,6058.011924,2,1,0.999833703,4.118548393,1.682466734,0,6.382387606,0,0.000161934,0,1.742466734,0,,,1.682466734,,84.15780064
607,6128.043917,11-11-2015 16:04:40,6068.027526,2,1,0.999833703,4.120167255,1.685248649,0,6.393847532,0,0.000129509,0,1.745248649,0,,,1.685248649,,84.2928054
608,6138.059364,11-11-2015 16:04:50,6078.042973,2,1,0.999833703,4.121947765,1.688030469,0,6.405311564,0,0.000161839,0,1.748030469,0,,,1.688030469,,84.42780555
609,6148.074674,11-11-2015 16:05:00,6088.058283,2,1,1.000014305,4.12340498,1.690812282,0,6.416780066,0,0.000161438,0,1.750812282,0,,,1.690812282,,84.56280536
610,6158.074752,11-11-2015 16:05:10,6098.058361,2,1,0.999833703,4.125023842,1.693589859,0,6.42823573,0,9.72E-05,0,1.753589859,0,,,1.693589859,,84.6975996
611,6168.090246,11-11-2015 16:05:20,6108.073855,2,1,0.999833703,4.126804352,1.696371741,0,6.43971371,0,0.000161337,0,1.756371741,0,,,1.696371741,,84.83260276
612,6178.105848,11-11-2015 16:05:30,6118.089457,2,1,1.000014305,4.128423214,1.699153598,0,6.451196211,0,0.000129509,0,1.759153598,0,,,1.699153598,,84.96760471
613,6188.121306,11-11-2015 16:05:40,6128.104915,2,1,0.999833703,4.130204201,1.701935437,0,6.462683316,0,0.000161934,0,1.761935437,0,,,1.701935437,,85.10260578
614,6198.136754,11-11-2015 16:05:50,6138.120363,2,1,0.999833703,4.131823063,1.704717272,0,6.474175007,0,0.000161934,0,1.764717272,0,,,1.704717272,,85.23760666
615,6208.136819,11-11-2015 16:06:00,6148.120428,2,1,1.000194907,4.133441925,1.707494845,0,6.485653659,0,0.000129509,0,1.767494845,0,,,1.707494845,,85.3724007
616,6218.151625,11-11-2015 16:06:10,6158.135234,2,1,0.999833703,4.135060787,1.710272396,0,6.497136857,0,0.000129509,0,1.770272396,0,,,1.710272396,,85.50719368
617,6228.152083,11-11-2015 16:06:20,6168.135692,2,1,1.000014305,4.136841297,1.713054249,0,6.508642477,0,0.000194263,0,1.773054249,0,,,1.713054249,,85.64219543
618,6238.167593,11-11-2015 16:06:30,6178.151201,2,1,0.999833703,4.138460159,1.715836137,0,6.520152922,0,0.000194263,0,1.775836137,0,,,1.715836137,,85.77719888
619,6248.183139,11-11-2015 16:06:40,6188.166748,2,1,0.999833703,4.140079021,1.718618008,0,6.531667897,0,0.000129509,0,1.778618008,0,,,1.718618008,,85.91220151
620,6258.198615,11-11-2015 16:06:50,6198.182224,2,1,0.999653101,4.141697884,1.721399891,0,6.543187588,0,0.000129509,0,1.781399891,0,,,1.721399891,,86.04720471
621,6268.214178,11-11-2015 16:07:00,6208.197787,2,1,0.999653101,4.143316746,1.724181805,0,6.554712152,0,9.71E-05,0,1.784181805,0,,,1.724181805,,86.18220942
622,6278.229691,11-11-2015 16:07:10,6218.2133,2,1,1.000014305,4.145421505,1.726963683,0,6.566241279,0,0.000194263,0,1.786963683,0,,,1.726963683,,86.31721239
623,6288.24508,11-11-2015 16:07:20,6228.228689,2,1,1.000014305,4.147040367,1.729745569,0,6.577775307,0,0.000161934,0,1.789745569,0,,,1.729745569,,86.45221574
624,6298.245108,11-11-2015 16:07:30,6238.228717,2,1,1.000194907,4.148820877,1.732523156,0,6.589296262,0,0.000194263,0,1.792523156,0,,,1.732523156,,86.58701047
625,6308.260587,11-11-2015 16:07:40,6248.244196,2,1,1.000014305,4.150278091,1.73530498,0,6.600839457,0,0.000129509,0,1.79530498,0,,,1.73530498,,86.72201081
626,6318.275925,11-11-2015 16:07:50,6258.259534,2,1,1.000194907,4.152220726,1.738086798,0,6.612387331,0,0.000194263,0,1.798086798,0,,,1.738086798,,86.85701086
627,6328.276002,11-11-2015 16:08:00,6268.25961,2,1,0.999833703,4.153677464,1.740864392,0,6.623922425,0,0.000129509,0,1.800864392,0,,,1.740864392,,86.99180593
628,6338.291467,11-11-2015 16:08:10,6278.275076,2,1,1.000014305,4.15545845,1.743646207,0,6.635479715,0,0.000129509,0,1.803646207,0,,,1.743646207,,87.12680583
629,6348.306668,11-11-2015 16:08:20,6288.290277,2,1,0.999653101,4.157077312,1.746427951,0,6.64704148,0,0.000161934,0,1.806427951,0,,,1.746427951,,87.2618023
630,6358.322572,11-11-2015 16:08:30,6298.306181,2,1,0.999833703,4.158857822,1.749209905,0,6.658608917,0,0.000161839,0,1.809209905,0,,,1.749209905,,87.39680895
631,6368.337601,11-11-2015 16:08:40,6308.321209,2,1,1.000014305,4.160638809,1.751987379,0,6.670162449,0,0.000161934,0,1.811987379,0,,,1.751987379,,87.53159819
632,6378.353612,11-11-2015 16:08:50,6318.337221,2,1,0.999833703,4.162257671,1.754773546,0,6.681756968,0,0.000161934,0,1.814773546,0,,,1.754773546,,87.6668093
633,6388.369118,11-11-2015 16:09:00,6328.352727,2,1,0.999833703,4.164038181,1.757555413,0,6.693338396,0,0.000161839,0,1.817555413,0,,,1.757555413,,87.80181173
634,6398.384044,11-11-2015 16:09:10,6338.367653,2,1,0.999833703,4.165819168,1.760337108,0,6.704923864,0,0.000194263,0,1.820337108,0,,,1.760337108,,87.93680581
635,6408.384522,11-11-2015 16:09:20,6348.368131,2,1,0.999833703,4.167275906,1.763114812,0,6.716497554,0,9.71E-05,0,1.823114812,0,,,1.763114812,,88.07160621
636,6418.399481,11-11-2015 16:09:30,6358.383089,2,1,0.999833703,4.16921854,1.765896538,0,6.728092871,0,0.000161839,0,1.825896538,0,,,1.765896538,,88.2066018
637,6428.399964,11-11-2015 16:09:40,6368.383572,2,1,0.999833703,4.170999527,1.768674178,0,6.739675905,0,0.000161934,0,1.828674178,0,,,1.768674178,,88.3413991
638,6438.414882,11-11-2015 16:09:50,6378.398491,2,1,0.999833703,4.172780037,1.771455858,0,6.751280705,0,0.000161839,0,1.831455858,0,,,1.771455858,,88.47639245
639,6448.415409,11-11-2015 16:10:00,6388.399018,2,1,1.000194907,4.174561024,1.774233572,0,6.762873866,0,0.000194263,0,1.834233572,0,,,1.774233572,,88.61119334
640,6458.430922,11-11-2015 16:10:10,6398.414531,2,1,0.999833703,4.176179886,1.777015391,0,6.774488932,0,0.000161934,0,1.837015391,0,,,1.777015391,,88.74619344
641,6468.445843,11-11-2015 16:10:20,6408.429452,2,1,1.000014305,4.17812252,1.779792936,0,6.786091117,0,0.000194263,0,1.839792936,0,,,1.779792936,,88.88098613
642,6478.462166,11-11-2015 16:10:30,6418.445775,2,1,1.000014305,4.179741383,1.782579241,0,6.797734812,0,0.000194263,0,1.842579241,0,,,1.782579241,,89.01620393
643,6488.477378,11-11-2015 16:10:40,6428.460987,2,1,0.999833703,4.181521893,1.78536101,0,6.809364421,0,0.000161839,0,1.84536101,0,,,1.78536101,,89.15120161
644,6498.492913,11-11-2015 16:10:50,6438.476522,2,1,0.999833703,4.183140755,1.788142896,0,6.820999491,0,9.71E-05,0,1.848142896,0,,,1.788142896,,89.28620496
645,6508.508434,11-11-2015 16:11:00,6448.492043,2,1,1.000014305,4.185083389,1.790924765,0,6.832639402,0,0.000129509,0,1.850924765,0,,,1.790924765,,89.42120749
646,6518.523956,11-11-2015 16:11:10,6458.507565,2,1,0.999833703,4.186702251,1.793706636,0,6.844284204,0,9.71E-05,0,1.853706636,0,,,1.793706636,,89.55621011
647,6528.539271,11-11-2015 16:11:21,6468.52288,2,1,1.000014305,4.188644886,1.796484174,0,6.855915876,0,0.000161839,0,1.856484174,0,,,1.796484174,,89.69100246
648,6538.55508,11-11-2015 16:11:31,6478.538689,2,1,0.999653101,4.190263748,1.799270427,0,6.867589035,0,9.71E-05,0,1.859270427,0,,,1.799270427,,89.82621774
649,6548.570069,11-11-2015 16:11:41,6488.553678,2,1,1.000014305,4.192368507,1.802047909,0,6.879230409,0,0.000194263,0,1.862047909,0,,,1.802047909,,89.96100737
650,6558.570301,11-11-2015 16:11:51,6498.55391,2,1,0.999833703,4.19398737,1.804829687,0,6.890894754,0,0.000129509,0,1.864829687,0,,,1.804829687,,90.09600548
651,6568.58587,11-11-2015 16:12:01,6508.569478,2,1,1.000014305,4.195929527,1.807611529,0,6.902564344,0,0.000194263,0,1.867611529,0,,,1.807611529,,90.2310067
652,6578.60137,11-11-2015 16:12:11,6518.584979,2,1,0.999833703,4.197872162,1.810393394,0,6.914239116,0,0.000259018,0,1.870393394,0,,,1.810393394,,90.36600903
653,6588.616983,11-11-2015 16:12:21,6528.600592,2,1,0.999833703,4.199653149,1.813175292,0,6.925919074,0,0.000161934,0,1.873175292,0,,,1.813175292,,90.50101297
654,6591.116335,11-11-2015 16:12:23,6531.099944,2,1,0.999833703,4.200138569,1.813869505,0,6.928834559,0,0.000161839,0,1.873869505,0,,,1.813869505,,90.53470273
655,6601.117149,11-11-2015 16:12:33,10.00040674,3,1,0.975270867,4.199814796,1.816609842,0,6.940343331,0,0,0,1.876609842,0,,,1.816609842,,90.66768974
656,6611.132682,11-11-2015 16:12:43,20.01593979,3,1,0.954861999,4.199653149,1.819294268,0,6.95161728,0,-3.23E-05,0,1.879294268,0,,,1.819294268,,90.79796341
657,6621.147559,11-11-2015 16:12:53,30.0308169,3,1,0.935717404,4.199653149,1.821923538,0,6.962659539,0,0,0,1.881923538,0,,,1.821923538,,90.92556039
658,6631.148064,11-11-2015 16:13:03,40.03132234,3,1,0.917475879,4.199814796,1.824497655,0,6.973470188,0,3.23E-05,0,1.884497655,0,,,1.824497655,,91.05048083
659,6641.163598,11-11-2015 16:13:13,50.04685589,3,1,0.900498629,4.199814796,1.82702694,0,6.984092545,0,3.23E-05,0,1.88702694,0,,,1.82702694,,91.1732256
660,6651.1637,11-11-2015 16:13:23,60.04695789,3,1,0.884243786,4.199976921,1.829505671,0,6.994502574,0,6.48E-05,0,1.889505671,0,,,1.829505671,,91.29351702
661,6661.17901,11-11-2015 16:13:33,70.06226833,3,1,0.867988944,4.199653149,1.831942958,0,7.004738564,0,-3.23E-05,0,1.891942958,0,,,1.831942958,,91.41179717
662,6671.194552,11-11-2015 16:13:43,80.0778101,3,1,0.852998376,4.199814796,1.834336527,0,7.014790903,0,0,0,1.894336527,0,,,1.834336527,,91.52795572
663,6681.209835,11-11-2015 16:13:53,90.09309275,3,1,0.837827206,4.199814796,1.836687822,0,7.024665731,0,3.23E-05,0,1.896687822,0,,,1.836687822,,91.64206274
664,6691.209909,11-11-2015 16:14:03,100.0931665,3,1,0.823197842,4.199814796,1.838994816,0,7.03435453,0,0,0,1.898994816,0,,,1.838994816,,91.75401985
665,6701.225428,11-11-2015 16:14:13,110.1086864,3,1,0.808929682,4.199814796,1.841265201,0,7.043889578,0,3.23E-05,0,1.901265201,0,,,1.841265201,,91.86420035
666,6711.240944,11-11-2015 16:14:23,120.1242018,3,1,0.795203388,4.199653149,1.843496648,0,7.053261072,0,-3.23E-05,0,1.903496648,0,,,1.843496648,,91.97249121
667,6721.256485,11-11-2015 16:14:33,130.1397428,3,1,0.781838298,4.199814796,1.845690027,0,7.062472702,0,6.48E-05,0,1.905690027,0,,,1.845690027,,92.07893465
668,6731.27197,11-11-2015 16:14:43,140.155228,3,1,0.768473208,4.199814796,1.847846257,0,7.071528317,0,0,0,1.907846257,0,,,1.847846257,,92.18357527
669,6741.287511,11-11-2015 16:14:53,150.1707687,3,1,0.755469382,4.199814796,1.849966226,0,7.080431653,0,0,0,1.909966226,0,,,1.849966226,,92.28645617
670,6751.303028,11-11-2015 16:15:03,160.1862862,3,1,0.7428267,4.199653149,1.852050697,0,7.089185881,0,0,0,1.912050697,0,,,1.852050697,,92.38761436
671,6761.318611,11-11-2015 16:15:13,170.2018691,3,1,0.73036468,4.199653149,1.854100151,0,7.09779307,0,0,0,1.914100151,0,,,1.854100151,,92.48707321
672,6771.333324,11-11-2015 16:15:23,180.2165816,3,1,0.718444467,4.199653149,1.856099897,0,7.106191491,0,-3.23E-05,0,1.916099897,0,,,1.856099897,,92.58411975
673,6781.333915,11-11-2015 16:15:33,190.2171728,3,1,0.706343651,4.199653149,1.858094306,0,7.114567471,0,0,0,1.918094306,0,,,1.858094306,,92.68090729
674,6791.349449,11-11-2015 16:15:43,200.2327071,3,1,0.694784641,4.199653149,1.860043465,0,7.122753439,0,-3.23E-05,0,1.920043465,0,,,1.860043465,,92.77549887
675,6801.364958,11-11-2015 16:15:53,210.2482157,3,1,0.683225632,4.199653149,1.861960423,0,7.130804164,0,0,0,1.921960423,0,,,1.861960423,,92.86852776
